"Base","Missing","SourceNumber","Source","Created"
"'Å¸Á¶·¹ÀÎÁ®_¿©","79","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_79.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","80","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_80.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","81","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_81.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","82","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_82.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","83","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_83.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","84","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_84.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","85","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_85.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","86","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_86.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","87","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_87.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","88","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_88.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","89","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_89.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","90","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_90.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","91","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_91.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","92","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_92.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","93","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_93.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","94","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_94.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","95","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_95.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","96","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_96.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","97","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_97.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","98","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_98.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","99","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_99.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","100","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_100.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","101","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_101.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","102","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_102.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","103","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_103.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","104","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_104.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","105","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_105.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","106","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_106.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","107","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_107.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","108","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_108.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","109","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_109.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","110","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_110.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","111","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_111.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","112","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_112.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","113","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_113.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","114","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_114.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","115","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_115.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","116","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_116.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","117","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_117.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","118","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_118.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","119","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_119.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","120","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_120.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","121","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_121.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","122","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_122.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","123","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_123.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","124","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_124.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","125","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_125.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","126","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_126.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","127","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_127.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","128","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_128.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","129","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_129.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","130","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_130.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","131","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_131.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","132","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_132.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","133","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_133.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","134","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_134.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","135","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_135.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","136","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_136.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","137","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_137.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","138","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_138.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","139","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_139.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","140","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_140.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","141","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_141.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","142","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_142.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","143","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_143.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","144","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_144.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","145","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_145.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","146","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_146.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","147","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_147.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","148","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_148.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","149","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_149.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","150","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_150.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","151","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_151.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","152","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_152.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","153","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_153.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","154","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_154.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","155","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_155.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","156","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_156.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","157","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_157.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","158","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_158.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","159","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_159.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","160","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_160.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","161","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_161.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","162","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_162.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","163","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_163.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","164","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_164.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","165","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_165.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","166","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_166.pal"
"'Å¸Á¶·¹ÀÎÁ®_¿©","167","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\'Å¸Á¶·¹ÀÎÁ®_¿©_167.pal"
