"Base","Style","Variant","ShirtIndices","ShortIndices","Mode"
"È­ÀÌÆ®½º¹Ì½º_³²","15","white_fire","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","16","white_peri","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","17","white_lime","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","18","white_violet","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","19","white_rose","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","20","mint_teal","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","2","white_green","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","3","white_blue","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","4","white_red","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","5","cream_orange","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","6","cream_gold","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","7","white_purple","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","8","white_pink","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","9","white_leaf","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","10","white_navy","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","11","white_wine","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","12","gray_black","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","13","ivory_brown","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","14","white_cyan","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","15","white_fire","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","16","white_peri","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","17","white_lime","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","18","white_violet","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","19","white_rose","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female","20","mint_teal","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","2","white_green","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","3","white_blue","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","4","white_red","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","5","cream_orange","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","6","cream_gold","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","7","white_purple","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","8","white_pink","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","9","white_leaf","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","10","white_navy","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","11","white_wine","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","12","gray_black","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","13","ivory_brown","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","14","white_cyan","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","15","white_fire","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","16","white_peri","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","17","white_lime","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","18","white_violet","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","19","white_rose","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male","20","mint_teal","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","2","white_green","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","3","white_blue","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","4","white_red","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","5","cream_orange","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","6","cream_gold","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","7","white_purple","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","8","white_pink","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","9","white_leaf","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","10","white_navy","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","11","white_wine","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","12","gray_black","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","13","ivory_brown","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","14","white_cyan","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","15","white_fire","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","16","white_peri","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","17","white_lime","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","18","white_violet","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","19","white_rose","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_female_riding","20","mint_teal","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","2","white_green","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","3","white_blue","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","4","white_red","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","5","cream_orange","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","6","cream_gold","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","7","white_purple","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","8","white_pink","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","9","white_leaf","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","10","white_navy","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","11","white_wine","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","12","gray_black","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","13","ivory_brown","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","14","white_cyan","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","15","white_fire","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","16","white_peri","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","17","white_lime","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","18","white_violet","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","19","white_rose","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"merchant_male_riding","20","mint_teal","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","2","white_green","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","3","white_blue","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","4","white_red","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","5","cream_orange","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","6","cream_gold","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","7","white_purple","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","8","white_pink","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","9","white_leaf","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","10","white_navy","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","11","white_wine","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","12","gray_black","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","13","ivory_brown","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","14","white_cyan","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","15","white_fire","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","16","white_peri","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","17","white_lime","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","18","white_violet","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","19","white_rose","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_¿©","20","mint_teal","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","2","white_green","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","3","white_blue","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","4","white_red","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","5","cream_orange","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","6","cream_gold","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","7","white_purple","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","8","white_pink","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","9","white_leaf","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","10","white_navy","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","11","white_wine","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","12","gray_black","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","13","ivory_brown","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","14","white_cyan","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","15","white_fire","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","16","white_peri","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","17","white_lime","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","18","white_violet","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","19","white_rose","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"»óÀÎ_³²","20","mint_teal","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
