"Base","Style","Variant","ChangedEntries","Mask","BaseStyle"
"elemetal_master_female_riding","11","orange","36","8_vs_9","9"
"elemetal_master_female_riding","12","gold","36","8_vs_9","9"
"elemetal_master_female_riding","13","green","36","8_vs_9","9"
"elemetal_master_female_riding","14","teal","36","8_vs_9","9"
"elemetal_master_female_riding","15","blue","36","8_vs_9","9"
"elemetal_master_female_riding","16","purple","36","8_vs_9","9"
"elemetal_master_female_riding","17","pink","36","8_vs_9","9"
"elemetal_master_female_riding","18","dark","36","8_vs_9","9"
"elemetal_master_female_riding","19","white","36","8_vs_9","9"
"elemetal_master_female_riding","20","brown","36","8_vs_9","9"
"elemetal_master_male","10","red","36","8_vs_9","9"
"elemetal_master_male","11","orange","36","8_vs_9","9"
"elemetal_master_male","12","gold","36","8_vs_9","9"
"elemetal_master_male","13","green","36","8_vs_9","9"
"elemetal_master_male","14","teal","36","8_vs_9","9"
"elemetal_master_male","15","blue","36","8_vs_9","9"
"elemetal_master_male","16","purple","36","8_vs_9","9"
"elemetal_master_male","17","pink","36","8_vs_9","9"
"elemetal_master_male","18","dark","36","8_vs_9","9"
"elemetal_master_male","19","white","36","8_vs_9","9"
"elemetal_master_male","20","brown","36","8_vs_9","9"
"elemetal_master_male_riding","10","red","36","8_vs_9","9"
"elemetal_master_male_riding","11","orange","36","8_vs_9","9"
"elemetal_master_male_riding","12","gold","36","8_vs_9","9"
"elemetal_master_male_riding","13","green","36","8_vs_9","9"
"elemetal_master_male_riding","14","teal","36","8_vs_9","9"
"elemetal_master_male_riding","15","blue","36","8_vs_9","9"
"elemetal_master_male_riding","16","purple","36","8_vs_9","9"
"elemetal_master_male_riding","17","pink","36","8_vs_9","9"
"elemetal_master_male_riding","18","dark","36","8_vs_9","9"
"elemetal_master_male_riding","19","white","36","8_vs_9","9"
"elemetal_master_male_riding","20","brown","36","8_vs_9","9"
"elemetal_master_riding_³²","10","red","36","8_vs_9","9"
"elemetal_master_riding_³²","11","orange","36","8_vs_9","9"
"elemetal_master_riding_³²","12","gold","36","8_vs_9","9"
"elemetal_master_riding_³²","13","green","36","8_vs_9","9"
"elemetal_master_riding_³²","14","teal","36","8_vs_9","9"
"elemetal_master_riding_³²","15","blue","36","8_vs_9","9"
"elemetal_master_riding_³²","16","purple","36","8_vs_9","9"
"elemetal_master_riding_³²","17","pink","36","8_vs_9","9"
"elemetal_master_riding_³²","18","dark","36","8_vs_9","9"
"elemetal_master_riding_³²","19","white","36","8_vs_9","9"
"elemetal_master_riding_³²","20","brown","36","8_vs_9","9"
"elemetal_master_riding_¿©","10","red","36","8_vs_9","9"
"elemetal_master_riding_¿©","11","orange","36","8_vs_9","9"
"elemetal_master_riding_¿©","12","gold","36","8_vs_9","9"
"elemetal_master_riding_¿©","13","green","36","8_vs_9","9"
"elemetal_master_riding_¿©","14","teal","36","8_vs_9","9"
"elemetal_master_riding_¿©","15","blue","36","8_vs_9","9"
"elemetal_master_riding_¿©","16","purple","36","8_vs_9","9"
"elemetal_master_riding_¿©","17","pink","36","8_vs_9","9"
"elemetal_master_riding_¿©","18","dark","36","8_vs_9","9"
"elemetal_master_riding_¿©","19","white","36","8_vs_9","9"
"elemetal_master_riding_¿©","20","brown","36","8_vs_9","9"
"elemetal_master_³²","10","red","36","8_vs_9","9"
"elemetal_master_³²","11","orange","36","8_vs_9","9"
"elemetal_master_³²","12","gold","36","8_vs_9","9"
"elemetal_master_³²","13","green","36","8_vs_9","9"
"elemetal_master_³²","14","teal","36","8_vs_9","9"
"elemetal_master_³²","15","blue","36","8_vs_9","9"
"elemetal_master_³²","16","purple","36","8_vs_9","9"
"elemetal_master_³²","17","pink","36","8_vs_9","9"
"elemetal_master_³²","18","dark","36","8_vs_9","9"
"elemetal_master_³²","19","white","36","8_vs_9","9"
"elemetal_master_³²","20","brown","36","8_vs_9","9"
"elemetal_master_¿©","10","red","36","8_vs_9","9"
"elemetal_master_¿©","11","orange","36","8_vs_9","9"
"elemetal_master_¿©","12","gold","36","8_vs_9","9"
"elemetal_master_¿©","13","green","36","8_vs_9","9"
"elemetal_master_¿©","14","teal","36","8_vs_9","9"
"elemetal_master_¿©","15","blue","36","8_vs_9","9"
"elemetal_master_¿©","16","purple","36","8_vs_9","9"
"elemetal_master_¿©","17","pink","36","8_vs_9","9"
"elemetal_master_¿©","18","dark","36","8_vs_9","9"
"elemetal_master_¿©","19","white","36","8_vs_9","9"
"elemetal_master_¿©","20","brown","36","8_vs_9","9"
"frog_kagerou_male","10","red","65","8_vs_9","9"
"frog_kagerou_male","11","orange","65","8_vs_9","9"
"frog_kagerou_male","12","gold","65","8_vs_9","9"
"frog_kagerou_male","13","green","65","8_vs_9","9"
"frog_kagerou_male","14","teal","65","8_vs_9","9"
"frog_kagerou_male","15","blue","65","8_vs_9","9"
"frog_kagerou_male","16","purple","65","8_vs_9","9"
"frog_kagerou_male","17","pink","65","8_vs_9","9"
"frog_kagerou_male","18","dark","65","8_vs_9","9"
"frog_kagerou_male","19","white","65","8_vs_9","9"
"frog_kagerou_male","20","brown","65","8_vs_9","9"
"frog_kagerou_³²","10","red","65","8_vs_9","9"
"frog_kagerou_³²","11","orange","65","8_vs_9","9"
"frog_kagerou_³²","12","gold","65","8_vs_9","9"
"frog_kagerou_³²","13","green","65","8_vs_9","9"
"frog_kagerou_³²","14","teal","65","8_vs_9","9"
"frog_kagerou_³²","15","blue","65","8_vs_9","9"
"frog_kagerou_³²","16","purple","65","8_vs_9","9"
"frog_kagerou_³²","17","pink","65","8_vs_9","9"
"frog_kagerou_³²","18","dark","65","8_vs_9","9"
"frog_kagerou_³²","19","white","65","8_vs_9","9"
"frog_kagerou_³²","20","brown","65","8_vs_9","9"
"frog_ninja_female","10","red","49","8_vs_9","9"
"frog_ninja_female","11","orange","49","8_vs_9","9"
"frog_ninja_female","12","gold","49","8_vs_9","9"
"frog_ninja_female","13","green","49","8_vs_9","9"
"frog_ninja_female","14","teal","49","8_vs_9","9"
"frog_ninja_female","15","blue","49","8_vs_9","9"
"frog_ninja_female","16","purple","49","8_vs_9","9"
"frog_ninja_female","17","pink","49","8_vs_9","9"
"frog_ninja_female","18","dark","49","8_vs_9","9"
"frog_ninja_female","19","white","49","8_vs_9","9"
"frog_ninja_female","20","brown","49","8_vs_9","9"
"frog_ninja_male","10","red","49","8_vs_9","9"
"frog_ninja_male","11","orange","49","8_vs_9","9"
"frog_ninja_male","12","gold","49","8_vs_9","9"
"frog_ninja_male","13","green","49","8_vs_9","9"
"frog_ninja_male","14","teal","49","8_vs_9","9"
"frog_ninja_male","15","blue","49","8_vs_9","9"
"frog_ninja_male","16","purple","49","8_vs_9","9"
"frog_ninja_male","17","pink","49","8_vs_9","9"
"frog_ninja_male","18","dark","49","8_vs_9","9"
"frog_ninja_male","19","white","49","8_vs_9","9"
"frog_ninja_male","20","brown","49","8_vs_9","9"
"frog_oboro_female","10","red","66","8_vs_9","9"
"frog_oboro_female","11","orange","66","8_vs_9","9"
"frog_oboro_female","12","gold","66","8_vs_9","9"
"frog_oboro_female","13","green","66","8_vs_9","9"
"frog_oboro_female","14","teal","66","8_vs_9","9"
"frog_oboro_female","15","blue","66","8_vs_9","9"
"frog_oboro_female","16","purple","66","8_vs_9","9"
"frog_oboro_female","17","pink","66","8_vs_9","9"
"frog_oboro_female","18","dark","66","8_vs_9","9"
"frog_oboro_female","19","white","66","8_vs_9","9"
"frog_oboro_female","20","brown","66","8_vs_9","9"
"frog_oboro_¿©","10","red","66","8_vs_9","9"
"frog_oboro_¿©","11","orange","66","8_vs_9","9"
"frog_oboro_¿©","12","gold","66","8_vs_9","9"
"frog_oboro_¿©","13","green","66","8_vs_9","9"
"frog_oboro_¿©","14","teal","66","8_vs_9","9"
"frog_oboro_¿©","15","blue","66","8_vs_9","9"
"frog_oboro_¿©","16","purple","66","8_vs_9","9"
"frog_oboro_¿©","17","pink","66","8_vs_9","9"
"frog_oboro_¿©","18","dark","66","8_vs_9","9"
"frog_oboro_¿©","19","white","66","8_vs_9","9"
"frog_oboro_¿©","20","brown","66","8_vs_9","9"
"frog_soul_linker_female","10","red","48","8_vs_9","9"
"frog_soul_linker_female","11","orange","48","8_vs_9","9"
"frog_soul_linker_female","12","gold","48","8_vs_9","9"
"frog_soul_linker_female","13","green","48","8_vs_9","9"
"frog_soul_linker_female","14","teal","48","8_vs_9","9"
"frog_soul_linker_female","15","blue","48","8_vs_9","9"
"frog_soul_linker_female","16","purple","48","8_vs_9","9"
"frog_soul_linker_female","17","pink","48","8_vs_9","9"
"frog_soul_linker_female","18","dark","48","8_vs_9","9"
"frog_soul_linker_female","19","white","48","8_vs_9","9"
"frog_soul_linker_female","20","brown","48","8_vs_9","9"
"frog_soul_linker_male","10","red","82","8_vs_9","9"
"frog_soul_linker_male","11","orange","82","8_vs_9","9"
"frog_soul_linker_male","12","gold","82","8_vs_9","9"
"frog_soul_linker_male","13","green","82","8_vs_9","9"
"frog_soul_linker_male","14","teal","82","8_vs_9","9"
"frog_soul_linker_male","15","blue","82","8_vs_9","9"
"frog_soul_linker_male","16","purple","82","8_vs_9","9"
"frog_soul_linker_male","17","pink","82","8_vs_9","9"
"frog_soul_linker_male","18","dark","82","8_vs_9","9"
"frog_soul_linker_male","19","white","82","8_vs_9","9"
"frog_soul_linker_male","20","brown","82","8_vs_9","9"
"genetic_female","10","red","44","8_vs_9","9"
"genetic_female","11","orange","44","8_vs_9","9"
"genetic_female","12","gold","44","8_vs_9","9"
"genetic_female","13","green","44","8_vs_9","9"
"genetic_female","14","teal","44","8_vs_9","9"
"genetic_female","15","blue","44","8_vs_9","9"
"genetic_female","16","purple","44","8_vs_9","9"
"genetic_female","17","pink","44","8_vs_9","9"
"genetic_female","18","dark","44","8_vs_9","9"
"genetic_female","19","white","44","8_vs_9","9"
"genetic_female","20","brown","44","8_vs_9","9"
"genetic_female_riding","10","red","44","8_vs_9","9"
"genetic_female_riding","11","orange","44","8_vs_9","9"
"genetic_female_riding","12","gold","44","8_vs_9","9"
"genetic_female_riding","13","green","44","8_vs_9","9"
"genetic_female_riding","14","teal","44","8_vs_9","9"
"genetic_female_riding","15","blue","44","8_vs_9","9"
"genetic_female_riding","16","purple","44","8_vs_9","9"
"genetic_female_riding","17","pink","44","8_vs_9","9"
"genetic_female_riding","18","dark","44","8_vs_9","9"
"genetic_female_riding","19","white","44","8_vs_9","9"
"genetic_female_riding","20","brown","44","8_vs_9","9"
"genetic_male","10","red","20","8_vs_9","9"
"genetic_male","11","orange","20","8_vs_9","9"
"genetic_male","12","gold","20","8_vs_9","9"
"genetic_male","13","green","20","8_vs_9","9"
"genetic_male","14","teal","20","8_vs_9","9"
"genetic_male","15","blue","20","8_vs_9","9"
"genetic_male","16","purple","20","8_vs_9","9"
"genetic_male","17","pink","20","8_vs_9","9"
"genetic_male","18","dark","20","8_vs_9","9"
"genetic_male","19","white","20","8_vs_9","9"
"genetic_male","20","brown","20","8_vs_9","9"
"genetic_male_riding","10","red","20","8_vs_9","9"
"genetic_male_riding","11","orange","20","8_vs_9","9"
"genetic_male_riding","12","gold","20","8_vs_9","9"
"genetic_male_riding","13","green","20","8_vs_9","9"
"genetic_male_riding","14","teal","20","8_vs_9","9"
"genetic_male_riding","15","blue","20","8_vs_9","9"
"genetic_male_riding","16","purple","20","8_vs_9","9"
"genetic_male_riding","17","pink","20","8_vs_9","9"
"genetic_male_riding","18","dark","20","8_vs_9","9"
"genetic_male_riding","19","white","20","8_vs_9","9"
"genetic_male_riding","20","brown","20","8_vs_9","9"
"guillotine_cross_female","10","red","38","8_vs_9","9"
"guillotine_cross_female","11","orange","38","8_vs_9","9"
"guillotine_cross_female","12","gold","38","8_vs_9","9"
"guillotine_cross_female","13","green","38","8_vs_9","9"
"guillotine_cross_female","14","teal","38","8_vs_9","9"
"guillotine_cross_female","15","blue","38","8_vs_9","9"
"guillotine_cross_female","16","purple","38","8_vs_9","9"
"guillotine_cross_female","17","pink","38","8_vs_9","9"
"guillotine_cross_female","18","dark","38","8_vs_9","9"
"guillotine_cross_female","19","white","38","8_vs_9","9"
"guillotine_cross_female","20","brown","38","8_vs_9","9"
"guillotine_cross_male","10","red","46","8_vs_9","9"
"guillotine_cross_male","11","orange","46","8_vs_9","9"
"guillotine_cross_male","12","gold","46","8_vs_9","9"
"guillotine_cross_male","13","green","46","8_vs_9","9"
"guillotine_cross_male","14","teal","46","8_vs_9","9"
"guillotine_cross_male","15","blue","46","8_vs_9","9"
"guillotine_cross_male","16","purple","46","8_vs_9","9"
"guillotine_cross_male","17","pink","46","8_vs_9","9"
"guillotine_cross_male","18","dark","46","8_vs_9","9"
"guillotine_cross_male","19","white","46","8_vs_9","9"
"guillotine_cross_male","20","brown","46","8_vs_9","9"
"gunslinger_female","10","red","40","8_vs_9","9"
"gunslinger_female","11","orange","40","8_vs_9","9"
"gunslinger_female","12","gold","40","8_vs_9","9"
"gunslinger_female","13","green","40","8_vs_9","9"
"gunslinger_female","14","teal","40","8_vs_9","9"
"gunslinger_female","15","blue","40","8_vs_9","9"
"gunslinger_female","16","purple","40","8_vs_9","9"
"gunslinger_female","17","pink","40","8_vs_9","9"
"gunslinger_female","18","dark","40","8_vs_9","9"
"gunslinger_female","19","white","40","8_vs_9","9"
"gunslinger_female","20","brown","40","8_vs_9","9"
"gunslinger_male","10","red","41","8_vs_9","9"
"gunslinger_male","11","orange","41","8_vs_9","9"
"gunslinger_male","12","gold","41","8_vs_9","9"
"gunslinger_male","13","green","41","8_vs_9","9"
"gunslinger_male","14","teal","41","8_vs_9","9"
"gunslinger_male","15","blue","41","8_vs_9","9"
"gunslinger_male","16","purple","41","8_vs_9","9"
"gunslinger_male","17","pink","41","8_vs_9","9"
"gunslinger_male","18","dark","41","8_vs_9","9"
"gunslinger_male","19","white","41","8_vs_9","9"
"gunslinger_male","20","brown","41","8_vs_9","9"
"high_priest_female","10","red","39","8_vs_9","9"
"high_priest_female","11","orange","39","8_vs_9","9"
"high_priest_female","12","gold","39","8_vs_9","9"
"high_priest_female","13","green","39","8_vs_9","9"
"high_priest_female","14","teal","39","8_vs_9","9"
"high_priest_female","15","blue","39","8_vs_9","9"
"high_priest_female","16","purple","39","8_vs_9","9"
"high_priest_female","17","pink","39","8_vs_9","9"
"high_priest_female","18","dark","39","8_vs_9","9"
"high_priest_female","19","white","39","8_vs_9","9"
"high_priest_female","20","brown","39","8_vs_9","9"
"high_priest_female_riding","10","red","39","8_vs_9","9"
"high_priest_female_riding","11","orange","39","8_vs_9","9"
"high_priest_female_riding","12","gold","39","8_vs_9","9"
"high_priest_female_riding","13","green","39","8_vs_9","9"
"high_priest_female_riding","14","teal","39","8_vs_9","9"
"high_priest_female_riding","15","blue","39","8_vs_9","9"
"high_priest_female_riding","16","purple","39","8_vs_9","9"
"high_priest_female_riding","17","pink","39","8_vs_9","9"
"high_priest_female_riding","18","dark","39","8_vs_9","9"
"high_priest_female_riding","19","white","39","8_vs_9","9"
"high_priest_female_riding","20","brown","39","8_vs_9","9"
"high_priest_male","10","red","39","8_vs_9","9"
"high_priest_male","11","orange","39","8_vs_9","9"
"high_priest_male","12","gold","39","8_vs_9","9"
"high_priest_male","13","green","39","8_vs_9","9"
"high_priest_male","14","teal","39","8_vs_9","9"
"high_priest_male","15","blue","39","8_vs_9","9"
"high_priest_male","16","purple","39","8_vs_9","9"
"high_priest_male","17","pink","39","8_vs_9","9"
"high_priest_male","18","dark","39","8_vs_9","9"
"high_priest_male","19","white","39","8_vs_9","9"
"high_priest_male","20","brown","39","8_vs_9","9"
"high_priest_male_riding","10","red","39","8_vs_9","9"
"high_priest_male_riding","11","orange","39","8_vs_9","9"
"high_priest_male_riding","12","gold","39","8_vs_9","9"
"high_priest_male_riding","13","green","39","8_vs_9","9"
"high_priest_male_riding","14","teal","39","8_vs_9","9"
"high_priest_male_riding","15","blue","39","8_vs_9","9"
"high_priest_male_riding","16","purple","39","8_vs_9","9"
"high_priest_male_riding","17","pink","39","8_vs_9","9"
"high_priest_male_riding","18","dark","39","8_vs_9","9"
"high_priest_male_riding","19","white","39","8_vs_9","9"
"high_priest_male_riding","20","brown","39","8_vs_9","9"
"high_wizard_female","10","red","47","8_vs_9","9"
"high_wizard_female","11","orange","47","8_vs_9","9"
"high_wizard_female","12","gold","47","8_vs_9","9"
"high_wizard_female","13","green","47","8_vs_9","9"
"high_wizard_female","14","teal","47","8_vs_9","9"
"high_wizard_female","15","blue","47","8_vs_9","9"
"high_wizard_female","16","purple","47","8_vs_9","9"
"high_wizard_female","17","pink","47","8_vs_9","9"
"high_wizard_female","18","dark","47","8_vs_9","9"
"high_wizard_female","19","white","47","8_vs_9","9"
"high_wizard_female","20","brown","47","8_vs_9","9"
"high_wizard_male","10","red","38","8_vs_9","9"
"high_wizard_male","11","orange","38","8_vs_9","9"
"high_wizard_male","12","gold","38","8_vs_9","9"
"high_wizard_male","13","green","38","8_vs_9","9"
"high_wizard_male","14","teal","38","8_vs_9","9"
"high_wizard_male","15","blue","38","8_vs_9","9"
"high_wizard_male","16","purple","38","8_vs_9","9"
"high_wizard_male","17","pink","38","8_vs_9","9"
"high_wizard_male","18","dark","38","8_vs_9","9"
"high_wizard_male","19","white","38","8_vs_9","9"
"high_wizard_male","20","brown","38","8_vs_9","9"
"hunter_female","10","red","71","8_vs_9","9"
"hunter_female","11","orange","71","8_vs_9","9"
"hunter_female","12","gold","71","8_vs_9","9"
"hunter_female","13","green","71","8_vs_9","9"
"hunter_female","14","teal","71","8_vs_9","9"
"hunter_female","15","blue","71","8_vs_9","9"
"hunter_female","16","purple","71","8_vs_9","9"
"hunter_female","17","pink","71","8_vs_9","9"
"hunter_female","18","dark","71","8_vs_9","9"
"hunter_female","19","white","71","8_vs_9","9"
"hunter_female","20","brown","71","8_vs_9","9"
"hunter_male","10","red","47","8_vs_9","9"
"hunter_male","11","orange","47","8_vs_9","9"
"hunter_male","12","gold","47","8_vs_9","9"
"hunter_male","13","green","47","8_vs_9","9"
"hunter_male","14","teal","47","8_vs_9","9"
"hunter_male","15","blue","47","8_vs_9","9"
"hunter_male","16","purple","47","8_vs_9","9"
"hunter_male","17","pink","47","8_vs_9","9"
"hunter_male","18","dark","47","8_vs_9","9"
"hunter_male","19","white","47","8_vs_9","9"
"hunter_male","20","brown","47","8_vs_9","9"
"hyper_novice_female","10","red","56","8_vs_9","9"
"hyper_novice_female","11","orange","56","8_vs_9","9"
"hyper_novice_female","12","gold","56","8_vs_9","9"
"hyper_novice_female","13","green","56","8_vs_9","9"
"hyper_novice_female","14","teal","56","8_vs_9","9"
"hyper_novice_female","15","blue","56","8_vs_9","9"
"hyper_novice_female","16","purple","56","8_vs_9","9"
"hyper_novice_female","17","pink","56","8_vs_9","9"
"hyper_novice_female","18","dark","56","8_vs_9","9"
"hyper_novice_female","19","white","56","8_vs_9","9"
"hyper_novice_female","20","brown","56","8_vs_9","9"
"hyper_novice_female_riding","10","red","56","8_vs_9","9"
"hyper_novice_female_riding","11","orange","56","8_vs_9","9"
"hyper_novice_female_riding","12","gold","56","8_vs_9","9"
"hyper_novice_female_riding","13","green","56","8_vs_9","9"
"hyper_novice_female_riding","14","teal","56","8_vs_9","9"
"hyper_novice_female_riding","15","blue","56","8_vs_9","9"
"hyper_novice_female_riding","16","purple","56","8_vs_9","9"
"hyper_novice_female_riding","17","pink","56","8_vs_9","9"
"hyper_novice_female_riding","18","dark","56","8_vs_9","9"
"hyper_novice_female_riding","19","white","56","8_vs_9","9"
"hyper_novice_female_riding","20","brown","56","8_vs_9","9"
"hyper_novice_male","10","red","60","8_vs_9","9"
"hyper_novice_male","11","orange","60","8_vs_9","9"
"hyper_novice_male","12","gold","60","8_vs_9","9"
"hyper_novice_male","13","green","60","8_vs_9","9"
"hyper_novice_male","14","teal","60","8_vs_9","9"
"hyper_novice_male","15","blue","60","8_vs_9","9"
"hyper_novice_male","16","purple","60","8_vs_9","9"
"hyper_novice_male","17","pink","60","8_vs_9","9"
"hyper_novice_male","18","dark","60","8_vs_9","9"
"hyper_novice_male","19","white","60","8_vs_9","9"
"hyper_novice_male","20","brown","60","8_vs_9","9"
"hyper_novice_male_riding","10","red","60","8_vs_9","9"
"hyper_novice_male_riding","11","orange","60","8_vs_9","9"
"hyper_novice_male_riding","12","gold","60","8_vs_9","9"
"hyper_novice_male_riding","13","green","60","8_vs_9","9"
"hyper_novice_male_riding","14","teal","60","8_vs_9","9"
"hyper_novice_male_riding","15","blue","60","8_vs_9","9"
"hyper_novice_male_riding","16","purple","60","8_vs_9","9"
"hyper_novice_male_riding","17","pink","60","8_vs_9","9"
"hyper_novice_male_riding","18","dark","60","8_vs_9","9"
"hyper_novice_male_riding","19","white","60","8_vs_9","9"
"hyper_novice_male_riding","20","brown","60","8_vs_9","9"
"hyper_novice_riding_³²","10","red","60","8_vs_9","9"
"hyper_novice_riding_³²","11","orange","60","8_vs_9","9"
"hyper_novice_riding_³²","12","gold","60","8_vs_9","9"
"hyper_novice_riding_³²","13","green","60","8_vs_9","9"
"hyper_novice_riding_³²","14","teal","60","8_vs_9","9"
"hyper_novice_riding_³²","15","blue","60","8_vs_9","9"
"hyper_novice_riding_³²","16","purple","60","8_vs_9","9"
"hyper_novice_riding_³²","17","pink","60","8_vs_9","9"
"hyper_novice_riding_³²","18","dark","60","8_vs_9","9"
"hyper_novice_riding_³²","19","white","60","8_vs_9","9"
"hyper_novice_riding_³²","20","brown","60","8_vs_9","9"
"hyper_novice_riding_¿©","10","red","56","8_vs_9","9"
"hyper_novice_riding_¿©","11","orange","56","8_vs_9","9"
"hyper_novice_riding_¿©","12","gold","56","8_vs_9","9"
"hyper_novice_riding_¿©","13","green","56","8_vs_9","9"
"hyper_novice_riding_¿©","14","teal","56","8_vs_9","9"
"hyper_novice_riding_¿©","15","blue","56","8_vs_9","9"
"hyper_novice_riding_¿©","16","purple","56","8_vs_9","9"
"hyper_novice_riding_¿©","17","pink","56","8_vs_9","9"
"hyper_novice_riding_¿©","18","dark","56","8_vs_9","9"
"hyper_novice_riding_¿©","19","white","56","8_vs_9","9"
"hyper_novice_riding_¿©","20","brown","56","8_vs_9","9"
"hyper_novice_³²","10","red","60","8_vs_9","9"
"hyper_novice_³²","11","orange","60","8_vs_9","9"
"hyper_novice_³²","12","gold","60","8_vs_9","9"
"hyper_novice_³²","13","green","60","8_vs_9","9"
"hyper_novice_³²","14","teal","60","8_vs_9","9"
"hyper_novice_³²","15","blue","60","8_vs_9","9"
"hyper_novice_³²","16","purple","60","8_vs_9","9"
"hyper_novice_³²","17","pink","60","8_vs_9","9"
"hyper_novice_³²","18","dark","60","8_vs_9","9"
"hyper_novice_³²","19","white","60","8_vs_9","9"
"hyper_novice_³²","20","brown","60","8_vs_9","9"
"hyper_novice_¿©","10","red","56","8_vs_9","9"
"hyper_novice_¿©","11","orange","56","8_vs_9","9"
"hyper_novice_¿©","12","gold","56","8_vs_9","9"
"hyper_novice_¿©","13","green","56","8_vs_9","9"
"hyper_novice_¿©","14","teal","56","8_vs_9","9"
"hyper_novice_¿©","15","blue","56","8_vs_9","9"
"hyper_novice_¿©","16","purple","56","8_vs_9","9"
"hyper_novice_¿©","17","pink","56","8_vs_9","9"
"hyper_novice_¿©","18","dark","56","8_vs_9","9"
"hyper_novice_¿©","19","white","56","8_vs_9","9"
"hyper_novice_¿©","20","brown","56","8_vs_9","9"
"imperial_guard_chicken_³²","10","red","55","8_vs_9","9"
"imperial_guard_chicken_³²","11","orange","55","8_vs_9","9"
"imperial_guard_chicken_³²","12","gold","55","8_vs_9","9"
"imperial_guard_chicken_³²","13","green","55","8_vs_9","9"
"imperial_guard_chicken_³²","14","teal","55","8_vs_9","9"
"imperial_guard_chicken_³²","15","blue","55","8_vs_9","9"
"imperial_guard_chicken_³²","16","purple","55","8_vs_9","9"
"imperial_guard_chicken_³²","17","pink","55","8_vs_9","9"
"imperial_guard_chicken_³²","18","dark","55","8_vs_9","9"
"imperial_guard_chicken_³²","19","white","55","8_vs_9","9"
"imperial_guard_chicken_³²","20","brown","55","8_vs_9","9"
"imperial_guard_chicken_¿©","10","red","59","8_vs_9","9"
"imperial_guard_chicken_¿©","11","orange","59","8_vs_9","9"
"imperial_guard_chicken_¿©","12","gold","59","8_vs_9","9"
"imperial_guard_chicken_¿©","13","green","59","8_vs_9","9"
"imperial_guard_chicken_¿©","14","teal","59","8_vs_9","9"
"imperial_guard_chicken_¿©","15","blue","59","8_vs_9","9"
"imperial_guard_chicken_¿©","16","purple","59","8_vs_9","9"
"imperial_guard_chicken_¿©","17","pink","59","8_vs_9","9"
"imperial_guard_chicken_¿©","18","dark","59","8_vs_9","9"
"imperial_guard_chicken_¿©","19","white","59","8_vs_9","9"
"imperial_guard_chicken_¿©","20","brown","59","8_vs_9","9"
"imperial_guard_female","10","red","59","8_vs_9","9"
"imperial_guard_female","11","orange","59","8_vs_9","9"
"imperial_guard_female","12","gold","59","8_vs_9","9"
"imperial_guard_female","13","green","59","8_vs_9","9"
"imperial_guard_female","14","teal","59","8_vs_9","9"
"imperial_guard_female","15","blue","59","8_vs_9","9"
"imperial_guard_female","16","purple","59","8_vs_9","9"
"imperial_guard_female","17","pink","59","8_vs_9","9"
"imperial_guard_female","18","dark","59","8_vs_9","9"
"imperial_guard_female","19","white","59","8_vs_9","9"
"imperial_guard_female","20","brown","59","8_vs_9","9"
"imperial_guard_female_riding","10","red","59","8_vs_9","9"
"imperial_guard_female_riding","11","orange","59","8_vs_9","9"
"imperial_guard_female_riding","12","gold","59","8_vs_9","9"
"imperial_guard_female_riding","13","green","59","8_vs_9","9"
"imperial_guard_female_riding","14","teal","59","8_vs_9","9"
"imperial_guard_female_riding","15","blue","59","8_vs_9","9"
"imperial_guard_female_riding","16","purple","59","8_vs_9","9"
"imperial_guard_female_riding","17","pink","59","8_vs_9","9"
"imperial_guard_female_riding","18","dark","59","8_vs_9","9"
"imperial_guard_female_riding","19","white","59","8_vs_9","9"
"imperial_guard_female_riding","20","brown","59","8_vs_9","9"
"imperial_guard_male","10","red","55","8_vs_9","9"
"imperial_guard_male","11","orange","55","8_vs_9","9"
"imperial_guard_male","12","gold","55","8_vs_9","9"
"imperial_guard_male","13","green","55","8_vs_9","9"
"imperial_guard_male","14","teal","55","8_vs_9","9"
"imperial_guard_male","15","blue","55","8_vs_9","9"
"imperial_guard_male","16","purple","55","8_vs_9","9"
"imperial_guard_male","17","pink","55","8_vs_9","9"
"imperial_guard_male","18","dark","55","8_vs_9","9"
"imperial_guard_male","19","white","55","8_vs_9","9"
"imperial_guard_male","20","brown","55","8_vs_9","9"
"imperial_guard_male_riding","10","red","55","8_vs_9","9"
"imperial_guard_male_riding","11","orange","55","8_vs_9","9"
"imperial_guard_male_riding","12","gold","55","8_vs_9","9"
"imperial_guard_male_riding","13","green","55","8_vs_9","9"
"imperial_guard_male_riding","14","teal","55","8_vs_9","9"
"imperial_guard_male_riding","15","blue","55","8_vs_9","9"
"imperial_guard_male_riding","16","purple","55","8_vs_9","9"
"imperial_guard_male_riding","17","pink","55","8_vs_9","9"
"imperial_guard_male_riding","18","dark","55","8_vs_9","9"
"imperial_guard_male_riding","19","white","55","8_vs_9","9"
"imperial_guard_male_riding","20","brown","55","8_vs_9","9"
"imperial_guard_riding_³²","10","red","55","8_vs_9","9"
"imperial_guard_riding_³²","11","orange","55","8_vs_9","9"
"imperial_guard_riding_³²","12","gold","55","8_vs_9","9"
"imperial_guard_riding_³²","13","green","55","8_vs_9","9"
"imperial_guard_riding_³²","14","teal","55","8_vs_9","9"
"imperial_guard_riding_³²","15","blue","55","8_vs_9","9"
"imperial_guard_riding_³²","16","purple","55","8_vs_9","9"
"imperial_guard_riding_³²","17","pink","55","8_vs_9","9"
