Base,Colors,Sources
sage_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sage_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shadow_chaser_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shadow_chaser_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shadow_cross_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shadow_cross_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shadow_cross_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shadow_cross_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shadow_cross_riding_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shadow_cross_riding_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shadow_cross_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shadow_cross_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shinkiro_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shinkiro_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shinkiro_riding_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shinkiro_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shiranui_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shiranui_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shiranui_riding_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
shiranui_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sky_emperor2_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sky_emperor2_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sky_emperor_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sky_emperor_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sky_emperor_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sky_emperor_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sky_emperor_riding_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sky_emperor_riding_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sky_emperor_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sky_emperor_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sniper_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sniper_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sorcerer_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sorcerer_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
soul_ascetic_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
soul_ascetic_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
soul_ascetic_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
soul_ascetic_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
soul_ascetic_riding_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
soul_ascetic_riding_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
soul_ascetic_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
soul_ascetic_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
soul_linker_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
soul_linker_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
stalker_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
stalker_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
summoner_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
summoner_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
summoner_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
summoner_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
summoner_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
summoner_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
super_novice_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
super_novice_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
super_novice_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
super_novice_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sura_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sura_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sura_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
sura_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
swordman_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
swordman_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
taekwon_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
taekwon_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
taekwon_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
taekwon_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
thief_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
thief_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_high_wizard_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_high_wizard_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_magician_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_magician_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_professor_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_professor_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_sage_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_sage_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_sorcerer_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_sorcerer_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_warlock_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_warlock_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_wizard_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trans_wizard_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
troubadour_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
troubadour_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
troubadour_riding_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
troubadour_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trouvere_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trouvere_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trouvere_riding_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
trouvere_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
wanderer_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
warlock_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
warlock_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
whitesmith_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
whitesmith_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
whitesmith_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
whitesmith_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
windhawk_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
windhawk_female_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
windhawk_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
windhawk_male_riding,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
windhawk_riding_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
windhawk_riding_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
windhawk_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
windhawk_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
wizard_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
wizard_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
wolf_windhawk_female,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
wolf_windhawk_male,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
wolf_windhawk_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
wolf_windhawk_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
°Ç³Ê_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
°Ç³Ê_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
°Ë»ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
°Ë»ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
°Ë»çÆäÄÚ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
°Ë»çÆäÄÚ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
°áÈ¥_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
°áÈ¥_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±Ã¼ö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±Ã¼ö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±Ç¼º_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±Ç¼º_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±Ç¼ºÀ¶ÇÕ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±Ç¼ºÀ¶ÇÕ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±Ç¼ºÆ÷¸µ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±Ç¼ºÆ÷¸µ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±×¸®Æù·Î¾â_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±×¸®Æù·Î¾â_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±â»ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±â»ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±æ·ÎÆ¾Å©·Î½º_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
±æ·ÎÆ¾Å©·Î½º_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
´ÑÀÚ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
´ÑÀÚ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
´í¼­_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
µµµÏ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
µµµÏ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
µÎ²¨ºñ´ÑÀÚ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
µÎ²¨ºñ´ÑÀÚ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
µÎ²¨ºñ¼Ò¿ï¸µÄ¿_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
µÎ²¨ºñ¼Ò¿ï¸µÄ¿_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·¹ÀÎÀú_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·¹ÀÎÀú_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·Î±×_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·Î±×_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·Îµå³ªÀÌÆ®_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·Îµå³ªÀÌÆ®_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·Î¾â°¡µå_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·Î¾â°¡µå_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·é³ªÀÌÆ®_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·é³ªÀÌÆ®_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·é³ªÀÌÆ®»Ú¶ì_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·é³ªÀÌÆ®»Ú¶ì_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·éµå·¡°ï_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
·éµå·¡°ï_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¸®º§¸®¿Â_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¸®º§¸®¿Â_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¸¶¹ý»ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¸¶¹ý»ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¸ùÅ©_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¸ùÅ©_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¸ùÅ©¾ËÆÄÄ«_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¸ùÅ©¾ËÆÄÄ«_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹«Èñ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹«Èñ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹«Èñ¹ÙÁö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹ÌÄÉ´Ð_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹ÌÄÉ´Ð_¸¶µµ±â¾î_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹ÌÄÉ´Ð_¸¶µµ±â¾î_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹ÌÄÉ´Ð_¸¶µµ¾Æ¸Ó_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹ÌÄÉ´Ð_¸¶µµ¾Æ¸Ó_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹ÌÄÉ´Ð_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹ÌÄÉ´Ð¸äµÅÁö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹ÌÄÉ´Ð¸äµÅÁö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹Î½ºÆ®·²_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹Î½ºÆ®·²_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹Ùµå_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¹Ùµå_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚ±â»ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚ±â»ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚ·Îµå³ªÀÌÆ®_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚ·Îµå³ªÀÌÆ®_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚ·Î¾â°¡µå_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚ·Î¾â°¡µå_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚ·é³ªÀÌÆ®_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚ·é³ªÀÌÆ®_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚÅ©·ç¼¼ÀÌ´õ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚÆÈ¶óµò_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»çÀÚÆÈ¶óµò_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»óÀÎ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»óÀÎ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»óÀÎ¸äµÅÁö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
»óÀÎ¸äµÅÁö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÁ¦_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÁ¦_³²_Å»°Í,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÁ¦_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÁ¦_¿©_Å»°Í,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÁ¦À¶ÇÕ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÁ¦À¶ÇÕ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÁ÷ÀÚ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÁ÷ÀÚ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÅõ»ç2_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÅõ»ç2_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÅõ»ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼ºÅõ»ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼¼ÀÌÁö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼¼ÀÌÁö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼Ò¼­·¯_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼Ò¼­·¯_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼Ò¿ï¸®ÆÛ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼Ò¿ï¸®ÆÛ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼Ò¿ï¸µÄ¿_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¼Ò¿ï¸µÄ¿_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½¦µµ¿ìÃ¼ÀÌ¼­_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½¦µµ¿ìÃ¼ÀÌ¼­_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½´¶ó_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½´¶ó_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½´¶ó¾ËÆÄÄ«_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½´¶ó¾ËÆÄÄ«_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½´ÆÛ³ëºñ½º_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½´ÆÛ³ëºñ½º_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½´ÆÛ³ëºñ½ºÆ÷¸µ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½´ÆÛ³ëºñ½ºÆ÷¸µ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½º³ªÀÌÆÛ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½º³ªÀÌÆÛ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½ºÅäÄ¿_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½ºÅäÄ¿_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
