"Base","Style","Mode","ChangedEntries"
"high_priest_male_riding","17","generated_from_2_4_mask","24"
"high_priest_male_riding","18","generated_from_2_4_mask","24"
"high_priest_male_riding","19","generated_from_2_4_mask","24"
"high_priest_male_riding","20","generated_from_2_4_mask","24"
"high_wizard_female","1","generated_from_2_4_mask","34"
"high_wizard_female","3","generated_from_2_4_mask","34"
"high_wizard_female","5","generated_from_2_4_mask","34"
"high_wizard_female","6","generated_from_2_4_mask","34"
"high_wizard_female","7","generated_from_2_4_mask","34"
"high_wizard_female","8","generated_from_2_4_mask","34"
"high_wizard_female","9","generated_from_2_4_mask","34"
"high_wizard_female","10","generated_from_2_4_mask","34"
"high_wizard_female","11","generated_from_2_4_mask","34"
"high_wizard_female","12","generated_from_2_4_mask","34"
"high_wizard_female","13","generated_from_2_4_mask","34"
"high_wizard_female","14","generated_from_2_4_mask","34"
"high_wizard_female","15","generated_from_2_4_mask","34"
"high_wizard_female","16","generated_from_2_4_mask","34"
"high_wizard_female","17","generated_from_2_4_mask","34"
"high_wizard_female","18","generated_from_2_4_mask","34"
"high_wizard_female","19","generated_from_2_4_mask","34"
"high_wizard_female","20","generated_from_2_4_mask","34"
"high_wizard_male","1","generated_from_2_4_mask","46"
"high_wizard_male","3","generated_from_2_4_mask","46"
"high_wizard_male","5","generated_from_2_4_mask","46"
"high_wizard_male","6","generated_from_2_4_mask","46"
"high_wizard_male","7","generated_from_2_4_mask","46"
"high_wizard_male","8","generated_from_2_4_mask","46"
"high_wizard_male","9","generated_from_2_4_mask","46"
"high_wizard_male","10","generated_from_2_4_mask","46"
"high_wizard_male","11","generated_from_2_4_mask","46"
"high_wizard_male","12","generated_from_2_4_mask","46"
"high_wizard_male","13","generated_from_2_4_mask","46"
"high_wizard_male","14","generated_from_2_4_mask","46"
"high_wizard_male","15","generated_from_2_4_mask","46"
"high_wizard_male","16","generated_from_2_4_mask","46"
"high_wizard_male","17","generated_from_2_4_mask","46"
"high_wizard_male","18","generated_from_2_4_mask","46"
"high_wizard_male","19","generated_from_2_4_mask","46"
"high_wizard_male","20","generated_from_2_4_mask","46"
"hunter_female","1","generated_from_2_4_mask","46"
"hunter_female","3","generated_from_2_4_mask","46"
"hunter_female","5","generated_from_2_4_mask","46"
"hunter_female","6","generated_from_2_4_mask","46"
"hunter_female","7","generated_from_2_4_mask","46"
"hunter_female","8","generated_from_2_4_mask","46"
"hunter_female","9","generated_from_2_4_mask","46"
"hunter_female","10","generated_from_2_4_mask","46"
"hunter_female","11","generated_from_2_4_mask","46"
"hunter_female","12","generated_from_2_4_mask","46"
"hunter_female","13","generated_from_2_4_mask","46"
"hunter_female","14","generated_from_2_4_mask","46"
"hunter_female","15","generated_from_2_4_mask","46"
"hunter_female","16","generated_from_2_4_mask","46"
"hunter_female","17","generated_from_2_4_mask","46"
"hunter_female","18","generated_from_2_4_mask","46"
"hunter_female","19","generated_from_2_4_mask","46"
"hunter_female","20","generated_from_2_4_mask","46"
"hunter_male","1","generated_from_2_4_mask","40"
"hunter_male","3","generated_from_2_4_mask","40"
"hunter_male","5","generated_from_2_4_mask","40"
"hunter_male","6","generated_from_2_4_mask","40"
"hunter_male","7","generated_from_2_4_mask","40"
"hunter_male","8","generated_from_2_4_mask","40"
"hunter_male","9","generated_from_2_4_mask","40"
"hunter_male","10","generated_from_2_4_mask","40"
"hunter_male","11","generated_from_2_4_mask","40"
"hunter_male","12","generated_from_2_4_mask","40"
"hunter_male","13","generated_from_2_4_mask","40"
"hunter_male","14","generated_from_2_4_mask","40"
"hunter_male","15","generated_from_2_4_mask","40"
"hunter_male","16","generated_from_2_4_mask","40"
"hunter_male","17","generated_from_2_4_mask","40"
"hunter_male","18","generated_from_2_4_mask","40"
"hunter_male","19","generated_from_2_4_mask","40"
"hunter_male","20","generated_from_2_4_mask","40"
"knight_female","1","generated_from_2_4_mask","64"
"knight_female","3","generated_from_2_4_mask","64"
"knight_female","5","generated_from_2_4_mask","64"
"knight_female","6","generated_from_2_4_mask","64"
"knight_female","7","generated_from_2_4_mask","64"
"knight_female","8","generated_from_2_4_mask","64"
"knight_female","9","generated_from_2_4_mask","64"
"knight_female","10","generated_from_2_4_mask","64"
"knight_female","11","generated_from_2_4_mask","64"
"knight_female","12","generated_from_2_4_mask","64"
"knight_female","13","generated_from_2_4_mask","64"
"knight_female","14","generated_from_2_4_mask","64"
"knight_female","15","generated_from_2_4_mask","64"
"knight_female","16","generated_from_2_4_mask","64"
"knight_female","17","generated_from_2_4_mask","64"
"knight_female","18","generated_from_2_4_mask","64"
"knight_female","19","generated_from_2_4_mask","64"
"knight_female","20","generated_from_2_4_mask","64"
"knight_male","1","generated_from_2_4_mask","34"
"knight_male","3","generated_from_2_4_mask","34"
"knight_male","5","generated_from_2_4_mask","34"
"knight_male","6","generated_from_2_4_mask","34"
"knight_male","7","generated_from_2_4_mask","34"
"knight_male","8","generated_from_2_4_mask","34"
"knight_male","9","generated_from_2_4_mask","34"
"knight_male","10","generated_from_2_4_mask","34"
"knight_male","11","generated_from_2_4_mask","34"
"knight_male","12","generated_from_2_4_mask","34"
"knight_male","13","generated_from_2_4_mask","34"
"knight_male","14","generated_from_2_4_mask","34"
"knight_male","15","generated_from_2_4_mask","34"
"knight_male","16","generated_from_2_4_mask","34"
"knight_male","17","generated_from_2_4_mask","34"
"knight_male","18","generated_from_2_4_mask","34"
"knight_male","19","generated_from_2_4_mask","34"
"knight_male","20","generated_from_2_4_mask","34"
"lion_crusader_female","1","generated_from_2_4_mask","42"
"lion_crusader_female","3","generated_from_2_4_mask","42"
"lion_crusader_female","5","generated_from_2_4_mask","42"
"lion_crusader_female","6","generated_from_2_4_mask","42"
"lion_crusader_female","7","generated_from_2_4_mask","42"
"lion_crusader_female","8","generated_from_2_4_mask","42"
"lion_crusader_female","9","generated_from_2_4_mask","42"
"lion_crusader_female","10","generated_from_2_4_mask","42"
"lion_crusader_female","11","generated_from_2_4_mask","42"
"lion_crusader_female","12","generated_from_2_4_mask","42"
"lion_crusader_female","13","generated_from_2_4_mask","42"
"lion_crusader_female","14","generated_from_2_4_mask","42"
"lion_crusader_female","15","generated_from_2_4_mask","42"
"lion_crusader_female","16","generated_from_2_4_mask","42"
"lion_crusader_female","17","generated_from_2_4_mask","42"
"lion_crusader_female","18","generated_from_2_4_mask","42"
"lion_crusader_female","19","generated_from_2_4_mask","42"
"lion_crusader_female","20","generated_from_2_4_mask","42"
"lion_crusader_male","1","generated_from_2_4_mask","49"
"lion_crusader_male","3","generated_from_2_4_mask","49"
"lion_crusader_male","5","generated_from_2_4_mask","49"
"lion_crusader_male","6","generated_from_2_4_mask","49"
"lion_crusader_male","7","generated_from_2_4_mask","49"
"lion_crusader_male","8","generated_from_2_4_mask","49"
"lion_crusader_male","9","generated_from_2_4_mask","49"
"lion_crusader_male","10","generated_from_2_4_mask","49"
"lion_crusader_male","11","generated_from_2_4_mask","49"
"lion_crusader_male","12","generated_from_2_4_mask","49"
"lion_crusader_male","13","generated_from_2_4_mask","49"
"lion_crusader_male","14","generated_from_2_4_mask","49"
"lion_crusader_male","15","generated_from_2_4_mask","49"
"lion_crusader_male","16","generated_from_2_4_mask","49"
"lion_crusader_male","17","generated_from_2_4_mask","49"
"lion_crusader_male","18","generated_from_2_4_mask","49"
"lion_crusader_male","19","generated_from_2_4_mask","49"
"lion_crusader_male","20","generated_from_2_4_mask","49"
"lion_knight_female","1","generated_from_2_4_mask","64"
"lion_knight_female","3","generated_from_2_4_mask","64"
"lion_knight_female","5","generated_from_2_4_mask","64"
"lion_knight_female","6","generated_from_2_4_mask","64"
"lion_knight_female","7","generated_from_2_4_mask","64"
"lion_knight_female","8","generated_from_2_4_mask","64"
"lion_knight_female","9","generated_from_2_4_mask","64"
"lion_knight_female","10","generated_from_2_4_mask","64"
"lion_knight_female","11","generated_from_2_4_mask","64"
"lion_knight_female","12","generated_from_2_4_mask","64"
"lion_knight_female","13","generated_from_2_4_mask","64"
"lion_knight_female","14","generated_from_2_4_mask","64"
"lion_knight_female","15","generated_from_2_4_mask","64"
"lion_knight_female","16","generated_from_2_4_mask","64"
"lion_knight_female","17","generated_from_2_4_mask","64"
"lion_knight_female","18","generated_from_2_4_mask","64"
"lion_knight_female","19","generated_from_2_4_mask","64"
"lion_knight_female","20","generated_from_2_4_mask","64"
"lion_knight_male","1","generated_from_2_4_mask","34"
"lion_knight_male","3","generated_from_2_4_mask","34"
"lion_knight_male","5","generated_from_2_4_mask","34"
"lion_knight_male","6","generated_from_2_4_mask","34"
"lion_knight_male","7","generated_from_2_4_mask","34"
"lion_knight_male","8","generated_from_2_4_mask","34"
"lion_knight_male","9","generated_from_2_4_mask","34"
"lion_knight_male","10","generated_from_2_4_mask","34"
"lion_knight_male","11","generated_from_2_4_mask","34"
"lion_knight_male","12","generated_from_2_4_mask","34"
"lion_knight_male","13","generated_from_2_4_mask","34"
"lion_knight_male","14","generated_from_2_4_mask","34"
"lion_knight_male","15","generated_from_2_4_mask","34"
"lion_knight_male","16","generated_from_2_4_mask","34"
"lion_knight_male","17","generated_from_2_4_mask","34"
"lion_knight_male","18","generated_from_2_4_mask","34"
"lion_knight_male","19","generated_from_2_4_mask","34"
"lion_knight_male","20","generated_from_2_4_mask","34"
"lion_lord_knight_female","1","generated_from_2_4_mask","41"
"lion_lord_knight_female","3","generated_from_2_4_mask","41"
"lion_lord_knight_female","5","generated_from_2_4_mask","41"
"lion_lord_knight_female","6","generated_from_2_4_mask","41"
"lion_lord_knight_female","7","generated_from_2_4_mask","41"
"lion_lord_knight_female","8","generated_from_2_4_mask","41"
"lion_lord_knight_female","9","generated_from_2_4_mask","41"
"lion_lord_knight_female","10","generated_from_2_4_mask","41"
"lion_lord_knight_female","11","generated_from_2_4_mask","41"
"lion_lord_knight_female","12","generated_from_2_4_mask","41"
"lion_lord_knight_female","13","generated_from_2_4_mask","41"
"lion_lord_knight_female","14","generated_from_2_4_mask","41"
"lion_lord_knight_female","15","generated_from_2_4_mask","41"
"lion_lord_knight_female","16","generated_from_2_4_mask","41"
"lion_lord_knight_female","17","generated_from_2_4_mask","41"
"lion_lord_knight_female","18","generated_from_2_4_mask","41"
"lion_lord_knight_female","19","generated_from_2_4_mask","41"
"lion_lord_knight_female","20","generated_from_2_4_mask","41"
"lion_lord_knight_male","1","generated_from_2_4_mask","57"
"lion_lord_knight_male","3","generated_from_2_4_mask","57"
"lion_lord_knight_male","5","generated_from_2_4_mask","57"
"lion_lord_knight_male","6","generated_from_2_4_mask","57"
"lion_lord_knight_male","7","generated_from_2_4_mask","57"
"lion_lord_knight_male","8","generated_from_2_4_mask","57"
"lion_lord_knight_male","9","generated_from_2_4_mask","57"
"lion_lord_knight_male","10","generated_from_2_4_mask","57"
"lion_lord_knight_male","11","generated_from_2_4_mask","57"
"lion_lord_knight_male","12","generated_from_2_4_mask","57"
"lion_lord_knight_male","13","generated_from_2_4_mask","57"
"lion_lord_knight_male","14","generated_from_2_4_mask","57"
"lion_lord_knight_male","15","generated_from_2_4_mask","57"
"lion_lord_knight_male","16","generated_from_2_4_mask","57"
"lion_lord_knight_male","17","generated_from_2_4_mask","57"
"lion_lord_knight_male","18","generated_from_2_4_mask","57"
"lion_lord_knight_male","19","generated_from_2_4_mask","57"
"lion_lord_knight_male","20","generated_from_2_4_mask","57"
"lion_paladin_female","1","generated_from_2_4_mask","54"
"lion_paladin_female","3","generated_from_2_4_mask","54"
"lion_paladin_female","5","generated_from_2_4_mask","54"
"lion_paladin_female","6","generated_from_2_4_mask","54"
"lion_paladin_female","7","generated_from_2_4_mask","54"
"lion_paladin_female","8","generated_from_2_4_mask","54"
"lion_paladin_female","9","generated_from_2_4_mask","54"
"lion_paladin_female","10","generated_from_2_4_mask","54"
"lion_paladin_female","11","generated_from_2_4_mask","54"
"lion_paladin_female","12","generated_from_2_4_mask","54"
"lion_paladin_female","13","generated_from_2_4_mask","54"
"lion_paladin_female","14","generated_from_2_4_mask","54"
"lion_paladin_female","15","generated_from_2_4_mask","54"
"lion_paladin_female","16","generated_from_2_4_mask","54"
"lion_paladin_female","17","generated_from_2_4_mask","54"
"lion_paladin_female","18","generated_from_2_4_mask","54"
"lion_paladin_female","19","generated_from_2_4_mask","54"
"lion_paladin_female","20","generated_from_2_4_mask","54"
"lion_paladin_male","1","generated_from_2_4_mask","51"
"lion_paladin_male","3","generated_from_2_4_mask","51"
"lion_paladin_male","5","generated_from_2_4_mask","51"
"lion_paladin_male","6","generated_from_2_4_mask","51"
"lion_paladin_male","7","generated_from_2_4_mask","51"
"lion_paladin_male","8","generated_from_2_4_mask","51"
"lion_paladin_male","9","generated_from_2_4_mask","51"
"lion_paladin_male","10","generated_from_2_4_mask","51"
"lion_paladin_male","11","generated_from_2_4_mask","51"
"lion_paladin_male","12","generated_from_2_4_mask","51"
"lion_paladin_male","13","generated_from_2_4_mask","51"
"lion_paladin_male","14","generated_from_2_4_mask","51"
"lion_paladin_male","15","generated_from_2_4_mask","51"
"lion_paladin_male","16","generated_from_2_4_mask","51"
"lion_paladin_male","17","generated_from_2_4_mask","51"
"lion_paladin_male","18","generated_from_2_4_mask","51"
"lion_paladin_male","19","generated_from_2_4_mask","51"
"lion_paladin_male","20","generated_from_2_4_mask","51"
"lord_knight_female","1","generated_from_2_4_mask","41"
"lord_knight_female","3","generated_from_2_4_mask","41"
"lord_knight_female","5","generated_from_2_4_mask","41"
"lord_knight_female","6","generated_from_2_4_mask","41"
"lord_knight_female","7","generated_from_2_4_mask","41"
"lord_knight_female","8","generated_from_2_4_mask","41"
"lord_knight_female","9","generated_from_2_4_mask","41"
"lord_knight_female","10","generated_from_2_4_mask","41"
"lord_knight_female","11","generated_from_2_4_mask","41"
"lord_knight_female","12","generated_from_2_4_mask","41"
"lord_knight_female","13","generated_from_2_4_mask","41"
"lord_knight_female","14","generated_from_2_4_mask","41"
"lord_knight_female","15","generated_from_2_4_mask","41"
"lord_knight_female","16","generated_from_2_4_mask","41"
"lord_knight_female","17","generated_from_2_4_mask","41"
"lord_knight_female","18","generated_from_2_4_mask","41"
"lord_knight_female","19","generated_from_2_4_mask","41"
"lord_knight_female","20","generated_from_2_4_mask","41"
"lord_knight_male","1","generated_from_2_4_mask","57"
"lord_knight_male","3","generated_from_2_4_mask","57"
"lord_knight_male","5","generated_from_2_4_mask","57"
"lord_knight_male","6","generated_from_2_4_mask","57"
"lord_knight_male","7","generated_from_2_4_mask","57"
"lord_knight_male","8","generated_from_2_4_mask","57"
"lord_knight_male","9","generated_from_2_4_mask","57"
"lord_knight_male","10","generated_from_2_4_mask","57"
"lord_knight_male","11","generated_from_2_4_mask","57"
"lord_knight_male","12","generated_from_2_4_mask","57"
"lord_knight_male","13","generated_from_2_4_mask","57"
"lord_knight_male","14","generated_from_2_4_mask","57"
"lord_knight_male","15","generated_from_2_4_mask","57"
"lord_knight_male","16","generated_from_2_4_mask","57"
"lord_knight_male","17","generated_from_2_4_mask","57"
"lord_knight_male","18","generated_from_2_4_mask","57"
"lord_knight_male","19","generated_from_2_4_mask","57"
"lord_knight_male","20","generated_from_2_4_mask","57"
"magician_female","1","generated_from_2_4_mask","59"
"magician_female","3","generated_from_2_4_mask","59"
"magician_female","5","generated_from_2_4_mask","59"
"magician_female","6","generated_from_2_4_mask","59"
"magician_female","7","generated_from_2_4_mask","59"
"magician_female","8","generated_from_2_4_mask","59"
"magician_female","9","generated_from_2_4_mask","59"
"magician_female","10","generated_from_2_4_mask","59"
"magician_female","11","generated_from_2_4_mask","59"
"magician_female","12","generated_from_2_4_mask","59"
"magician_female","13","generated_from_2_4_mask","59"
"magician_female","14","generated_from_2_4_mask","59"
"magician_female","15","generated_from_2_4_mask","59"
"magician_female","16","generated_from_2_4_mask","59"
"magician_female","17","generated_from_2_4_mask","59"
"magician_female","18","generated_from_2_4_mask","59"
"magician_female","19","generated_from_2_4_mask","59"
"magician_female","20","generated_from_2_4_mask","59"
"magician_male","1","generated_from_2_4_mask","18"
"magician_male","3","generated_from_2_4_mask","18"
"magician_male","5","generated_from_2_4_mask","18"
"magician_male","6","generated_from_2_4_mask","18"
"magician_male","7","generated_from_2_4_mask","18"
"magician_male","8","generated_from_2_4_mask","18"
"magician_male","9","generated_from_2_4_mask","18"
"magician_male","10","generated_from_2_4_mask","18"
"magician_male","11","generated_from_2_4_mask","18"
"magician_male","12","generated_from_2_4_mask","18"
"magician_male","13","generated_from_2_4_mask","18"
"magician_male","14","generated_from_2_4_mask","18"
"magician_male","15","generated_from_2_4_mask","18"
"magician_male","16","generated_from_2_4_mask","18"
"magician_male","17","generated_from_2_4_mask","18"
"magician_male","18","generated_from_2_4_mask","18"
"magician_male","19","generated_from_2_4_mask","18"
"magician_male","20","generated_from_2_4_mask","18"
"merchant_female","1","generated_from_2_4_mask","67"
"merchant_female","3","generated_from_2_4_mask","67"
"merchant_female","5","generated_from_2_4_mask","67"
"merchant_female","6","generated_from_2_4_mask","67"
"merchant_female","7","generated_from_2_4_mask","67"
"merchant_female","8","generated_from_2_4_mask","67"
"merchant_female","9","generated_from_2_4_mask","67"
"merchant_female","10","generated_from_2_4_mask","67"
"merchant_female","11","generated_from_2_4_mask","67"
"merchant_female","12","generated_from_2_4_mask","67"
"merchant_female","13","generated_from_2_4_mask","67"
"merchant_female","14","generated_from_2_4_mask","67"
"merchant_female","15","generated_from_2_4_mask","67"
"merchant_female","16","generated_from_2_4_mask","67"
"merchant_female","17","generated_from_2_4_mask","67"
"merchant_female","18","generated_from_2_4_mask","67"
"merchant_female","19","generated_from_2_4_mask","67"
"merchant_female","20","generated_from_2_4_mask","67"
"merchant_female_riding","1","generated_from_2_4_mask","67"
"merchant_female_riding","3","generated_from_2_4_mask","67"
"merchant_female_riding","5","generated_from_2_4_mask","67"
"merchant_female_riding","6","generated_from_2_4_mask","67"
"merchant_female_riding","7","generated_from_2_4_mask","67"
"merchant_female_riding","8","generated_from_2_4_mask","67"
"merchant_female_riding","9","generated_from_2_4_mask","67"
"merchant_female_riding","10","generated_from_2_4_mask","67"
"merchant_female_riding","11","generated_from_2_4_mask","67"
"merchant_female_riding","12","generated_from_2_4_mask","67"
"merchant_female_riding","13","generated_from_2_4_mask","67"
"merchant_female_riding","14","generated_from_2_4_mask","67"
"merchant_female_riding","15","generated_from_2_4_mask","67"
"merchant_female_riding","16","generated_from_2_4_mask","67"
"merchant_female_riding","17","generated_from_2_4_mask","67"
"merchant_female_riding","18","generated_from_2_4_mask","67"
"merchant_female_riding","19","generated_from_2_4_mask","67"
"merchant_female_riding","20","generated_from_2_4_mask","67"
"merchant_male","1","generated_from_2_4_mask","30"
"merchant_male","3","generated_from_2_4_mask","30"
"merchant_male","5","generated_from_2_4_mask","30"
"merchant_male","6","generated_from_2_4_mask","30"
"merchant_male","7","generated_from_2_4_mask","30"
"merchant_male","8","generated_from_2_4_mask","30"
"merchant_male","9","generated_from_2_4_mask","30"
"merchant_male","10","generated_from_2_4_mask","30"
"merchant_male","11","generated_from_2_4_mask","30"
"merchant_male","12","generated_from_2_4_mask","30"
"merchant_male","13","generated_from_2_4_mask","30"
"merchant_male","14","generated_from_2_4_mask","30"
"merchant_male","15","generated_from_2_4_mask","30"
"merchant_male","16","generated_from_2_4_mask","30"
"merchant_male","17","generated_from_2_4_mask","30"
"merchant_male","18","generated_from_2_4_mask","30"
"merchant_male","19","generated_from_2_4_mask","30"
"merchant_male","20","generated_from_2_4_mask","30"
"merchant_male_riding","1","generated_from_2_4_mask","30"
"merchant_male_riding","3","generated_from_2_4_mask","30"
"merchant_male_riding","5","generated_from_2_4_mask","30"
"merchant_male_riding","6","generated_from_2_4_mask","30"
"merchant_male_riding","7","generated_from_2_4_mask","30"
"merchant_male_riding","8","generated_from_2_4_mask","30"
"merchant_male_riding","9","generated_from_2_4_mask","30"
"merchant_male_riding","10","generated_from_2_4_mask","30"
"merchant_male_riding","11","generated_from_2_4_mask","30"
"merchant_male_riding","12","generated_from_2_4_mask","30"
"merchant_male_riding","13","generated_from_2_4_mask","30"
"merchant_male_riding","14","generated_from_2_4_mask","30"
"merchant_male_riding","15","generated_from_2_4_mask","30"
"merchant_male_riding","16","generated_from_2_4_mask","30"
"merchant_male_riding","17","generated_from_2_4_mask","30"
"merchant_male_riding","18","generated_from_2_4_mask","30"
"merchant_male_riding","19","generated_from_2_4_mask","30"
"merchant_male_riding","20","generated_from_2_4_mask","30"
"monk_female","1","generated_from_2_4_mask","33"
"monk_female","3","generated_from_2_4_mask","33"
"monk_female","5","generated_from_2_4_mask","33"
"monk_female","6","generated_from_2_4_mask","33"
"monk_female","7","generated_from_2_4_mask","33"
"monk_female","8","generated_from_2_4_mask","33"
"monk_female","9","generated_from_2_4_mask","33"
"monk_female","10","generated_from_2_4_mask","33"
"monk_female","11","generated_from_2_4_mask","33"
"monk_female","12","generated_from_2_4_mask","33"
"monk_female","13","generated_from_2_4_mask","33"
"monk_female","14","generated_from_2_4_mask","33"
"monk_female","15","generated_from_2_4_mask","33"
"monk_female","16","generated_from_2_4_mask","33"
"monk_female","17","generated_from_2_4_mask","33"
"monk_female","18","generated_from_2_4_mask","33"
"monk_female","19","generated_from_2_4_mask","33"
"monk_female","20","generated_from_2_4_mask","33"
"monk_female_riding","1","generated_from_2_4_mask","33"
"monk_female_riding","3","generated_from_2_4_mask","33"
"monk_female_riding","5","generated_from_2_4_mask","33"
"monk_female_riding","6","generated_from_2_4_mask","33"
"monk_female_riding","7","generated_from_2_4_mask","33"
"monk_female_riding","8","generated_from_2_4_mask","33"
"monk_female_riding","9","generated_from_2_4_mask","33"
"monk_female_riding","10","generated_from_2_4_mask","33"
"monk_female_riding","11","generated_from_2_4_mask","33"
"monk_female_riding","12","generated_from_2_4_mask","33"
"monk_female_riding","13","generated_from_2_4_mask","33"
"monk_female_riding","14","generated_from_2_4_mask","33"
"monk_female_riding","15","generated_from_2_4_mask","33"
"monk_female_riding","16","generated_from_2_4_mask","33"
"monk_female_riding","17","generated_from_2_4_mask","33"
"monk_female_riding","18","generated_from_2_4_mask","33"
"monk_female_riding","19","generated_from_2_4_mask","33"
"monk_female_riding","20","generated_from_2_4_mask","33"
"monk_male","1","generated_from_2_4_mask","27"
"monk_male","3","generated_from_2_4_mask","27"
"monk_male","5","generated_from_2_4_mask","27"
"monk_male","6","generated_from_2_4_mask","27"
"monk_male","7","generated_from_2_4_mask","27"
"monk_male","8","generated_from_2_4_mask","27"
"monk_male","9","generated_from_2_4_mask","27"
"monk_male","10","generated_from_2_4_mask","27"
"monk_male","11","generated_from_2_4_mask","27"
"monk_male","12","generated_from_2_4_mask","27"
"monk_male","13","generated_from_2_4_mask","27"
"monk_male","14","generated_from_2_4_mask","27"
"monk_male","15","generated_from_2_4_mask","27"
"monk_male","16","generated_from_2_4_mask","27"
"monk_male","17","generated_from_2_4_mask","27"
"monk_male","18","generated_from_2_4_mask","27"
"monk_male","19","generated_from_2_4_mask","27"
"monk_male","20","generated_from_2_4_mask","27"
"monk_male_riding","1","generated_from_2_4_mask","27"
"monk_male_riding","3","generated_from_2_4_mask","27"
"monk_male_riding","5","generated_from_2_4_mask","27"
"monk_male_riding","6","generated_from_2_4_mask","27"
"monk_male_riding","7","generated_from_2_4_mask","27"
"monk_male_riding","8","generated_from_2_4_mask","27"
"monk_male_riding","9","generated_from_2_4_mask","27"
"monk_male_riding","10","generated_from_2_4_mask","27"
"monk_male_riding","11","generated_from_2_4_mask","27"
"monk_male_riding","12","generated_from_2_4_mask","27"
"monk_male_riding","13","generated_from_2_4_mask","27"
"monk_male_riding","14","generated_from_2_4_mask","27"
"monk_male_riding","15","generated_from_2_4_mask","27"
"monk_male_riding","16","generated_from_2_4_mask","27"
"monk_male_riding","17","generated_from_2_4_mask","27"
"monk_male_riding","18","generated_from_2_4_mask","27"
"monk_male_riding","19","generated_from_2_4_mask","27"
"monk_male_riding","20","generated_from_2_4_mask","27"
"ostrich_archer_female","1","generated_from_2_4_mask","35"
"ostrich_archer_female","3","generated_from_2_4_mask","35"
"ostrich_archer_female","5","generated_from_2_4_mask","35"
"ostrich_archer_female","6","generated_from_2_4_mask","35"
"ostrich_archer_female","7","generated_from_2_4_mask","35"
"ostrich_archer_female","8","generated_from_2_4_mask","35"
"ostrich_archer_female","9","generated_from_2_4_mask","35"
"ostrich_archer_female","10","generated_from_2_4_mask","35"
"ostrich_archer_female","11","generated_from_2_4_mask","35"
"ostrich_archer_female","12","generated_from_2_4_mask","35"
"ostrich_archer_female","13","generated_from_2_4_mask","35"
"ostrich_archer_female","14","generated_from_2_4_mask","35"
"ostrich_archer_female","15","generated_from_2_4_mask","35"
"ostrich_archer_female","16","generated_from_2_4_mask","35"
"ostrich_archer_female","17","generated_from_2_4_mask","35"
"ostrich_archer_female","18","generated_from_2_4_mask","35"
"ostrich_archer_female","19","generated_from_2_4_mask","35"
"ostrich_archer_female","20","generated_from_2_4_mask","35"
"ostrich_archer_male","1","generated_from_2_4_mask","42"
"ostrich_archer_male","3","generated_from_2_4_mask","42"
"ostrich_archer_male","5","generated_from_2_4_mask","42"
"ostrich_archer_male","6","generated_from_2_4_mask","42"
"ostrich_archer_male","7","generated_from_2_4_mask","42"
"ostrich_archer_male","8","generated_from_2_4_mask","42"
"ostrich_archer_male","9","generated_from_2_4_mask","42"
"ostrich_archer_male","10","generated_from_2_4_mask","42"
"ostrich_archer_male","11","generated_from_2_4_mask","42"
"ostrich_archer_male","12","generated_from_2_4_mask","42"
"ostrich_archer_male","13","generated_from_2_4_mask","42"
"ostrich_archer_male","14","generated_from_2_4_mask","42"
"ostrich_archer_male","15","generated_from_2_4_mask","42"
"ostrich_archer_male","16","generated_from_2_4_mask","42"
"ostrich_archer_male","17","generated_from_2_4_mask","42"
"ostrich_archer_male","18","generated_from_2_4_mask","42"
"ostrich_archer_male","19","generated_from_2_4_mask","42"
"ostrich_archer_male","20","generated_from_2_4_mask","42"
"ostrich_bard_female","1","generated_from_2_4_mask","31"
"ostrich_bard_female","3","generated_from_2_4_mask","31"
"ostrich_bard_female","5","generated_from_2_4_mask","31"
"ostrich_bard_female","6","generated_from_2_4_mask","31"
"ostrich_bard_female","7","generated_from_2_4_mask","31"
"ostrich_bard_female","8","generated_from_2_4_mask","31"
"ostrich_bard_female","9","generated_from_2_4_mask","31"
"ostrich_bard_female","10","generated_from_2_4_mask","31"
"ostrich_bard_female","11","generated_from_2_4_mask","31"
"ostrich_bard_female","12","generated_from_2_4_mask","31"
"ostrich_bard_female","13","generated_from_2_4_mask","31"
"ostrich_bard_female","14","generated_from_2_4_mask","31"
"ostrich_bard_female","15","generated_from_2_4_mask","31"
"ostrich_bard_female","16","generated_from_2_4_mask","31"
"ostrich_bard_female","17","generated_from_2_4_mask","31"
"ostrich_bard_female","18","generated_from_2_4_mask","31"
"ostrich_bard_female","19","generated_from_2_4_mask","31"
"ostrich_bard_female","20","generated_from_2_4_mask","31"
"ostrich_bard_male","1","generated_from_2_4_mask","47"
"ostrich_bard_male","3","generated_from_2_4_mask","47"
"ostrich_bard_male","5","generated_from_2_4_mask","47"
"ostrich_bard_male","6","generated_from_2_4_mask","47"
"ostrich_bard_male","7","generated_from_2_4_mask","47"
"ostrich_bard_male","8","generated_from_2_4_mask","47"
"ostrich_bard_male","9","generated_from_2_4_mask","47"
"ostrich_bard_male","10","generated_from_2_4_mask","47"
"ostrich_bard_male","11","generated_from_2_4_mask","47"
"ostrich_bard_male","12","generated_from_2_4_mask","47"
"ostrich_bard_male","13","generated_from_2_4_mask","47"
"ostrich_bard_male","14","generated_from_2_4_mask","47"
"ostrich_bard_male","15","generated_from_2_4_mask","47"
"ostrich_bard_male","16","generated_from_2_4_mask","47"
"ostrich_bard_male","17","generated_from_2_4_mask","47"
