"Dest","Source","Mapping"
"imperial_guard_chicken_¿©","·Î¾â°¡µå_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"imperial_guard_female","·Î¾â°¡µå_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"imperial_guard_female_riding","·Î¾â°¡µå_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"imperial_guard_male","·Î¾â°¡µå_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"imperial_guard_male_riding","·Î¾â°¡µå_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"imperial_guard_riding_³²","·Î¾â°¡µå_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"imperial_guard_riding_¿©","·Î¾â°¡µå_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"imperial_guard_³²","·Î¾â°¡µå_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"imperial_guard_¿©","·Î¾â°¡µå_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"inquisitor_female","½´¶ó_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"inquisitor_female_riding","½´¶ó_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"inquisitor_male","½´¶ó_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"inquisitor_male_riding","½´¶ó_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"inquisitor_riding_³²","½´¶ó_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"inquisitor_riding_¿©","½´¶ó_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"inquisitor_³²","½´¶ó_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"inquisitor_¿©","½´¶ó_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"kagerou_male","kagerou_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"kagerou_³²","kagerou_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"knight_female","±â»ç_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"knight_male","±â»ç_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_crusader_female","Å©·ç_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_crusader_male","Å©·ç_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_knight_female","±â»ç_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_knight_male","±â»ç_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_lord_knight_female","·Îµå³ªÀÌÆ®_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_lord_knight_male","·Îµå³ªÀÌÆ®_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_paladin_female","ÆÈ¶óµò_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_paladin_male","ÆÈ¶óµò_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_royal_guard_female","·Î¾â°¡µå_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_royal_guard_male","·Î¾â°¡µå_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_rune_knight_female","·é³ªÀÌÆ®_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lion_rune_knight_male","·é³ªÀÌÆ®_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lord_knight_female","·Îµå³ªÀÌÆ®_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"lord_knight_male","·Îµå³ªÀÌÆ®_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"magician_female","¸¶¹ý»ç_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"magician_male","¸¶¹ý»ç_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"mechanic_female","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"mechanic_female_madogear","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"mechanic_female_riding","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"mechanic_male","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"mechanic_male_madogear","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"mechanic_male_riding","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_female","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_female_madogear1","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_female_madogear2","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_female_riding","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_madogear1_³²","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_madogear1_¿©","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_madogear2_³²","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_madogear2_¿©","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_male","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_male_madogear1","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_male_madogear2","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_male_riding","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_riding_³²","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_riding_¿©","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_³²","¹ÌÄÉ´Ð_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"meister_¿©","¹ÌÄÉ´Ð_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"merchant_female","»óÀÎ_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"merchant_female_riding","»óÀÎ_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"merchant_male","»óÀÎ_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"merchant_male_riding","»óÀÎ_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"minstrel_male","¹Î½ºÆ®·²_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"monk_female","¸ùÅ©_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"monk_female_riding","¸ùÅ©_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"monk_male","¸ùÅ©_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"monk_male_riding","¸ùÅ©_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"night_watch_female","·¹ÀÎÀú_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"night_watch_female_riding","·¹ÀÎÀú_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"night_watch_male","·¹ÀÎÀú_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"night_watch_male_riding","·¹ÀÎÀú_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"night_watch_riding_³²","·¹ÀÎÀú_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"night_watch_riding_¿©","·¹ÀÎÀú_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"night_watch_³²","·¹ÀÎÀú_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"night_watch_¿©","·¹ÀÎÀú_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ninja_female","´ÑÀÚ_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ninja_male","´ÑÀÚ_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"oboro_female","oboro_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"oboro_¿©","oboro_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_archer_female","±Ã¼ö_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_archer_male","±Ã¼ö_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_bard_female","¹«Èñ_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_bard_male","¹Ùµå_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_clown_male","Å©¶ó¿î_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_dancer_female","¹«Èñ_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_dancer_male","¹Ùµå_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_hunter_female","ÇåÅÍ_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_hunter_male","ÇåÅÍ_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_minstrel_male","¹Î½ºÆ®·²_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_sniper_female","½º³ªÀÌÆÛ_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_sniper_male","½º³ªÀÌÆÛ_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"ostrich_wanderer_female","¿ø´õ·¯_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"paladin_female","ÆÈ¶óµò_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"paladin_male","ÆÈ¶óµò_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"peco_gunslinger_female","°Ç³Ê_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"peco_gunslinger_male","°Ç³Ê_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"peco_paladin_female","ÆäÄÚÆÈ¶ó_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"peco_paladin_male","ÆäÄÚÆÈ¶ó_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"peco_swordman_female","°Ë»ç_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"peco_swordman_male","°Ë»ç_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"priest_female","ÇÁ¸®½ºÆ®_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"priest_female_riding","ÇÁ¸®½ºÆ®_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"priest_male","ÇÁ¸®½ºÆ®_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"priest_male_riding","ÇÁ¸®½ºÆ®_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"professor_female","ÇÁ·ÎÆä¼­_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"professor_male","ÇÁ·ÎÆä¼­_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"rebellion_female","Á¦Ã¶°ø_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"rebellion_female_riding","Á¦Ã¶°ø_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"rebellion_male","Á¦Ã¶°ø_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"rebellion_male_riding","Á¦Ã¶°ø_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"rogue_female","·Î±×_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"rogue_male","·Î±×_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"royal_guard_female","·Î¾â°¡µå_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"royal_guard_male","·Î¾â°¡µå_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"rune_knight_female","·é³ªÀÌÆ®_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"rune_knight_female_riding","·é³ªÀÌÆ®_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"rune_knight_male","·é³ªÀÌÆ®_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"rune_knight_male_riding","·é³ªÀÌÆ®_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"sage_female","¼¼ÀÌÁö_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"sage_male","¼¼ÀÌÁö_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"shadow_chaser_female","½¦µµ¿ìÃ¼ÀÌ¼­_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"shadow_chaser_male","½¦µµ¿ìÃ¼ÀÌ¼­_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"shadow_cross_female","±æ·ÎÆ¾Å©·Î½º_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"shadow_cross_female_riding","±æ·ÎÆ¾Å©·Î½º_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"shadow_cross_male","±æ·ÎÆ¾Å©·Î½º_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"shadow_cross_male_riding","±æ·ÎÆ¾Å©·Î½º_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"shadow_cross_riding_³²","±æ·ÎÆ¾Å©·Î½º_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"shadow_cross_riding_¿©","±æ·ÎÆ¾Å©·Î½º_¿©","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
"shadow_cross_³²","±æ·ÎÆ¾Å©·Î½º_³²","1=0,2=20,3=2,4=3,5=4,6=100,7=5,8=6,9=7,10=180,11=8,12=9,13=10,14=11,15=12,16=13,17=14,18=15,19=16,20=17"
