Base,Colors,Sources
sage_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sage_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shadow_chaser_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shadow_chaser_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shadow_cross_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shadow_cross_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shadow_cross_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shadow_cross_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shadow_cross_riding_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shadow_cross_riding_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shadow_cross_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shadow_cross_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shinkiro_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shinkiro_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shinkiro_riding_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shinkiro_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shiranui_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shiranui_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shiranui_riding_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
shiranui_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sky_emperor2_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sky_emperor2_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sky_emperor_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sky_emperor_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sky_emperor_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sky_emperor_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sky_emperor_riding_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sky_emperor_riding_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sky_emperor_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sky_emperor_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sniper_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sniper_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sorcerer_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sorcerer_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
soul_ascetic_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
soul_ascetic_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
soul_ascetic_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
soul_ascetic_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
soul_ascetic_riding_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
soul_ascetic_riding_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
soul_ascetic_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
soul_ascetic_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
soul_linker_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
soul_linker_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
stalker_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
stalker_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
summoner_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
summoner_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
summoner_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
summoner_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
summoner_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
summoner_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
super_novice_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
super_novice_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
super_novice_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
super_novice_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sura_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sura_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sura_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
sura_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
swordman_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
swordman_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
taekwon_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
taekwon_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
taekwon_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
taekwon_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
thief_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
thief_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_high_wizard_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_high_wizard_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_magician_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_magician_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_professor_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_professor_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_sage_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_sage_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_sorcerer_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_sorcerer_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_warlock_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_warlock_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_wizard_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trans_wizard_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
troubadour_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
troubadour_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
troubadour_riding_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
troubadour_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trouvere_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trouvere_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trouvere_riding_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
trouvere_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
wanderer_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
warlock_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
warlock_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
whitesmith_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
whitesmith_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
whitesmith_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
whitesmith_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
windhawk_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
windhawk_female_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
windhawk_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
windhawk_male_riding,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
windhawk_riding_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
windhawk_riding_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
windhawk_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
windhawk_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
wizard_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
wizard_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
wolf_windhawk_female,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
wolf_windhawk_male,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
wolf_windhawk_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
wolf_windhawk_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
°Ç³Ê_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
°Ç³Ê_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
°Ë»ç_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
°Ë»ç_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
°Ë»çÆäÄÚ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
°Ë»çÆäÄÚ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
°áÈ¥_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
°áÈ¥_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±Ã¼ö_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±Ã¼ö_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±Ç¼º_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±Ç¼º_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±Ç¼ºÀ¶ÇÕ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±Ç¼ºÀ¶ÇÕ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±Ç¼ºÆ÷¸µ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±Ç¼ºÆ÷¸µ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±×¸®Æù·Î¾â_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±×¸®Æù·Î¾â_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±â»ç_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±â»ç_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±æ·ÎÆ¾Å©·Î½º_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
±æ·ÎÆ¾Å©·Î½º_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
´ÑÀÚ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
´ÑÀÚ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
´í¼­_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
µµµÏ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
µµµÏ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
µÎ²¨ºñ´ÑÀÚ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
µÎ²¨ºñ´ÑÀÚ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
µÎ²¨ºñ¼Ò¿ï¸µÄ¿_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
µÎ²¨ºñ¼Ò¿ï¸µÄ¿_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·¹ÀÎÀú_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·¹ÀÎÀú_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·Î±×_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·Î±×_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·Îµå³ªÀÌÆ®_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·Îµå³ªÀÌÆ®_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·Î¾â°¡µå_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·Î¾â°¡µå_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·é³ªÀÌÆ®_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·é³ªÀÌÆ®_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·é³ªÀÌÆ®»Ú¶ì_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·é³ªÀÌÆ®»Ú¶ì_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·éµå·¡°ï_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
·éµå·¡°ï_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¸®º§¸®¿Â_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¸®º§¸®¿Â_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¸¶¹ý»ç_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¸¶¹ý»ç_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¸ùÅ©_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¸ùÅ©_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¸ùÅ©¾ËÆÄÄ«_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¸ùÅ©¾ËÆÄÄ«_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹«Èñ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹«Èñ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹«Èñ¹ÙÁö_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹ÌÄÉ´Ð_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹ÌÄÉ´Ð_¸¶µµ±â¾î_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹ÌÄÉ´Ð_¸¶µµ±â¾î_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹ÌÄÉ´Ð_¸¶µµ¾Æ¸Ó_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹ÌÄÉ´Ð_¸¶µµ¾Æ¸Ó_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹ÌÄÉ´Ð_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹ÌÄÉ´Ð¸äµÅÁö_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹ÌÄÉ´Ð¸äµÅÁö_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹Î½ºÆ®·²_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹Î½ºÆ®·²_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹Ùµå_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¹Ùµå_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚ±â»ç_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚ±â»ç_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚ·Îµå³ªÀÌÆ®_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚ·Îµå³ªÀÌÆ®_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚ·Î¾â°¡µå_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚ·Î¾â°¡µå_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚ·é³ªÀÌÆ®_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚ·é³ªÀÌÆ®_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚÅ©·ç¼¼ÀÌ´õ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚÆÈ¶óµò_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»çÀÚÆÈ¶óµò_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»óÀÎ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»óÀÎ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»óÀÎ¸äµÅÁö_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
»óÀÎ¸äµÅÁö_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÁ¦_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÁ¦_³²_Å»°Í,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÁ¦_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÁ¦_¿©_Å»°Í,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÁ¦À¶ÇÕ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÁ¦À¶ÇÕ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÁ÷ÀÚ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÁ÷ÀÚ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÅõ»ç2_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÅõ»ç2_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÅõ»ç_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼ºÅõ»ç_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼¼ÀÌÁö_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼¼ÀÌÁö_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼Ò¼­·¯_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼Ò¼­·¯_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼Ò¿ï¸®ÆÛ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼Ò¿ï¸®ÆÛ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼Ò¿ï¸µÄ¿_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
¼Ò¿ï¸µÄ¿_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½¦µµ¿ìÃ¼ÀÌ¼­_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½¦µµ¿ìÃ¼ÀÌ¼­_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½´¶ó_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½´¶ó_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½´¶ó¾ËÆÄÄ«_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½´¶ó¾ËÆÄÄ«_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½´ÆÛ³ëºñ½º_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½´ÆÛ³ëºñ½º_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½´ÆÛ³ëºñ½ºÆ÷¸µ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½´ÆÛ³ëºñ½ºÆ÷¸µ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½º³ªÀÌÆÛ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½º³ªÀÌÆÛ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½ºÅäÄ¿_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½ºÅäÄ¿_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©,1..20,"41,65,89,111,135,166,185,225,249,316,390,412,452,481,569,603,623,645,663,688"
