"Base","Missing","SourceNumber","Source","Created"
"±Ç¼ºÆ÷¸µ_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\±Ç¼ºÆ÷¸µ_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\±Ç¼ºÆ÷¸µ_³²_8.pal"
"±Ç¼ºÆ÷¸µ_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\±Ç¼ºÆ÷¸µ_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\±Ç¼ºÆ÷¸µ_¿©_8.pal"
"±×¸®Æù°¡µå_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\±×¸®Æù°¡µå_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\±×¸®Æù°¡µå_³²_8.pal"
"±×¸®Æù°¡µå_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\±×¸®Æù°¡µå_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\±×¸®Æù°¡µå_¿©_8.pal"
"µÎ²¨ºñ´ÑÀÚ_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\µÎ²¨ºñ´ÑÀÚ_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\µÎ²¨ºñ´ÑÀÚ_³²_8.pal"
"µÎ²¨ºñ´ÑÀÚ_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\µÎ²¨ºñ´ÑÀÚ_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\µÎ²¨ºñ´ÑÀÚ_¿©_8.pal"
"µÎ²¨ºñ¼Ò¿ï¸µÄ¿_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\µÎ²¨ºñ¼Ò¿ï¸µÄ¿_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\µÎ²¨ºñ¼Ò¿ï¸µÄ¿_³²_8.pal"
"µÎ²¨ºñ¼Ò¿ï¸µÄ¿_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\µÎ²¨ºñ¼Ò¿ï¸µÄ¿_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\µÎ²¨ºñ¼Ò¿ï¸µÄ¿_¿©_8.pal"
"·é³ªÀÌÆ®»Ú¶ì_³²","0","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_³²_0.pal"
"·é³ªÀÌÆ®»Ú¶ì_³²","1","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_³²_1.pal"
"·é³ªÀÌÆ®»Ú¶ì_³²","2","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_³²_2.pal"
"·é³ªÀÌÆ®»Ú¶ì_³²","3","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_³²_3.pal"
"·é³ªÀÌÆ®»Ú¶ì_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_³²_8.pal"
"·é³ªÀÌÆ®»Ú¶ì_¿©","0","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_¿©_0.pal"
"·é³ªÀÌÆ®»Ú¶ì_¿©","1","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_¿©_1.pal"
"·é³ªÀÌÆ®»Ú¶ì_¿©","2","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_¿©_2.pal"
"·é³ªÀÌÆ®»Ú¶ì_¿©","3","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_¿©_3.pal"
"·é³ªÀÌÆ®»Ú¶ì_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·é³ªÀÌÆ®»Ú¶ì_¿©_8.pal"
"·ÎµåÆäÄÚ_³²","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_³²_4.pal"
"·ÎµåÆäÄÚ_³²","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_³²_5.pal"
"·ÎµåÆäÄÚ_³²","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_³²_6.pal"
"·ÎµåÆäÄÚ_³²","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_³²_7.pal"
"·ÎµåÆäÄÚ_³²","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_³²_8.pal"
"·ÎµåÆäÄÚ_¿©","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_¿©_4.pal"
"·ÎµåÆäÄÚ_¿©","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_¿©_5.pal"
"·ÎµåÆäÄÚ_¿©","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_¿©_6.pal"
"·ÎµåÆäÄÚ_¿©","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_¿©_7.pal"
"·ÎµåÆäÄÚ_¿©","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·ÎµåÆäÄÚ_¿©_8.pal"
"·Îº¸_³²","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_³²_4.pal"
"·Îº¸_³²","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_³²_5.pal"
"·Îº¸_³²","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_³²_6.pal"
"·Îº¸_³²","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_³²_7.pal"
"·Îº¸_³²","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_³²_8.pal"
"·Îº¸_¿©","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_¿©_4.pal"
"·Îº¸_¿©","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_¿©_5.pal"
"·Îº¸_¿©","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_¿©_6.pal"
"·Îº¸_¿©","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_¿©_7.pal"
"·Îº¸_¿©","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\·Îº¸_¿©_8.pal"
"¸ùÅ©¾ËÆÄÄ«_³²","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_³²_5.pal"
"¸ùÅ©¾ËÆÄÄ«_³²","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_³²_6.pal"
"¸ùÅ©¾ËÆÄÄ«_³²","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_³²_7.pal"
"¸ùÅ©¾ËÆÄÄ«_³²","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_³²_8.pal"
"¸ùÅ©¾ËÆÄÄ«_¿©","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_¿©_4.pal"
"¸ùÅ©¾ËÆÄÄ«_¿©","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_¿©_5.pal"
"¸ùÅ©¾ËÆÄÄ«_¿©","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_¿©_6.pal"
"¸ùÅ©¾ËÆÄÄ«_¿©","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_¿©_7.pal"
"¸ùÅ©¾ËÆÄÄ«_¿©","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¸ùÅ©¾ËÆÄÄ«_¿©_8.pal"
"¹«Èñ_³²","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ_³²_4.pal"
"¹«Èñ_³²","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ_³²_5.pal"
"¹«Èñ_³²","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ_³²_6.pal"
"¹«Èñ_³²","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ_³²_7.pal"
"¹«Èñ_³²","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ_³²_8.pal"
"¹«Èñ¹ÙÁö_¿©","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ¹ÙÁö_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ¹ÙÁö_¿©_4.pal"
"¹«Èñ¹ÙÁö_¿©","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ¹ÙÁö_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ¹ÙÁö_¿©_5.pal"
"¹«Èñ¹ÙÁö_¿©","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ¹ÙÁö_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ¹ÙÁö_¿©_6.pal"
"¹«Èñ¹ÙÁö_¿©","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ¹ÙÁö_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ¹ÙÁö_¿©_7.pal"
"¹«Èñ¹ÙÁö_¿©","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ¹ÙÁö_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹«Èñ¹ÙÁö_¿©_8.pal"
"¹ÌÄÉ´Ð_¸¶µµ±â¾î_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð_¸¶µµ±â¾î_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð_¸¶µµ±â¾î_³²_8.pal"
"¹ÌÄÉ´Ð_¸¶µµ±â¾î_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð_¸¶µµ±â¾î_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð_¸¶µµ±â¾î_¿©_8.pal"
"¹ÌÄÉ´Ð_¸¶µµ¾Æ¸Ó_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð_¸¶µµ¾Æ¸Ó_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð_¸¶µµ¾Æ¸Ó_³²_8.pal"
"¹ÌÄÉ´Ð_¸¶µµ¾Æ¸Ó_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð_¸¶µµ¾Æ¸Ó_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð_¸¶µµ¾Æ¸Ó_¿©_8.pal"
"¹ÌÄÉ´Ð¸äµÅÁö_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð¸äµÅÁö_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð¸äµÅÁö_³²_8.pal"
"¹ÌÄÉ´Ð¸äµÅÁö_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð¸äµÅÁö_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹ÌÄÉ´Ð¸äµÅÁö_¿©_8.pal"
"¹Î½ºÆ®·²_¿©","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Î½ºÆ®·²_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Î½ºÆ®·²_¿©_4.pal"
"¹Î½ºÆ®·²_¿©","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Î½ºÆ®·²_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Î½ºÆ®·²_¿©_5.pal"
"¹Î½ºÆ®·²_¿©","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Î½ºÆ®·²_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Î½ºÆ®·²_¿©_6.pal"
"¹Î½ºÆ®·²_¿©","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Î½ºÆ®·²_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Î½ºÆ®·²_¿©_7.pal"
"¹Î½ºÆ®·²_¿©","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Î½ºÆ®·²_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Î½ºÆ®·²_¿©_8.pal"
"¹Ùµå_¿©","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Ùµå_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Ùµå_¿©_4.pal"
"¹Ùµå_¿©","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Ùµå_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Ùµå_¿©_5.pal"
"¹Ùµå_¿©","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Ùµå_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Ùµå_¿©_6.pal"
"¹Ùµå_¿©","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Ùµå_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Ùµå_¿©_7.pal"
"¹Ùµå_¿©","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Ùµå_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¹Ùµå_¿©_8.pal"
"º¹»ç¾ËÆÄÄ«_³²","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_³²_5.pal"
"º¹»ç¾ËÆÄÄ«_³²","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_³²_6.pal"
"º¹»ç¾ËÆÄÄ«_³²","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_³²_7.pal"
"º¹»ç¾ËÆÄÄ«_³²","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_³²_8.pal"
"º¹»ç¾ËÆÄÄ«_¿©","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_¿©_5.pal"
"º¹»ç¾ËÆÄÄ«_¿©","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_¿©_6.pal"
"º¹»ç¾ËÆÄÄ«_¿©","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_¿©_7.pal"
"º¹»ç¾ËÆÄÄ«_¿©","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\º¹»ç¾ËÆÄÄ«_¿©_8.pal"
"»çÀÚ±â»ç_³²","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_³²_5.pal"
"»çÀÚ±â»ç_³²","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_³²_6.pal"
"»çÀÚ±â»ç_³²","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_³²_7.pal"
"»çÀÚ±â»ç_³²","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_³²_8.pal"
"»çÀÚ±â»ç_¿©","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_¿©_5.pal"
"»çÀÚ±â»ç_¿©","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_¿©_6.pal"
"»çÀÚ±â»ç_¿©","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_¿©_7.pal"
"»çÀÚ±â»ç_¿©","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ±â»ç_¿©_8.pal"
"»çÀÚ·é³ªÀÌÆ®_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·é³ªÀÌÆ®_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·é³ªÀÌÆ®_³²_8.pal"
"»çÀÚ·é³ªÀÌÆ®_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·é³ªÀÌÆ®_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·é³ªÀÌÆ®_¿©_8.pal"
"»çÀÚ·Îµå³ªÀÌÆ®_³²","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_³²_5.pal"
"»çÀÚ·Îµå³ªÀÌÆ®_³²","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_³²_6.pal"
"»çÀÚ·Îµå³ªÀÌÆ®_³²","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_³²_7.pal"
"»çÀÚ·Îµå³ªÀÌÆ®_³²","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_³²_8.pal"
"»çÀÚ·Îµå³ªÀÌÆ®_¿©","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_¿©_5.pal"
"»çÀÚ·Îµå³ªÀÌÆ®_¿©","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_¿©_6.pal"
"»çÀÚ·Îµå³ªÀÌÆ®_¿©","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_¿©_7.pal"
"»çÀÚ·Îµå³ªÀÌÆ®_¿©","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Îµå³ªÀÌÆ®_¿©_8.pal"
"»çÀÚ·Î¾â°¡µå_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Î¾â°¡µå_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Î¾â°¡µå_³²_8.pal"
